# Units: NA, NA, lat, lon, year, NA, NA, MW, kWh, mmbtu, metric tonne CO2
name,state,lat,lon,commissioning_year,prime_mover,primary_fuel,capacity,generation,fuel_consumption,emissions
Deer Creek Station,SD,44.290833,-96.526667,2012,CT,Gas,324,577874000.0,4493222.9,267025.224
Sandy Creek Energy Station,TX,31.474378,-96.957149,2013,ST,Coal,1008,6709172000.0,63792300.786,6682291.101
Waterbury Generation,CT,41.5444,-73.0417,2009,GT,Gas,96,41035000.0,272872.942,16272.691
Midway Peaking LLC,CA,36.654114,-120.579727,2009,GT,Gas,138,80122000.0,748743.825,44496.519
Longview Power Plant,WV,39.707893,-79.958974,2011,ST,Coal,807,5224787000.0,44597844.545,4575737.837
Winchester Power Park,TX,30.0381,-96.9875,2010,GT,Gas,240,68174000.0,564929.051,33574.776
Spiritwood Station,ND,46.926423,-98.499713,2014,ST,Coal,106,0.0,5627717.603,549640.014
Kleen Energy Systems Project,CT,41.553227,-72.596867,2011,CT,Gas,693,4100892000.0,28451259.642,1697822.512
Greenland Energy Center,FL,30.159131,-81.518415,2011,GT,Gas,610,264476000.0,2700688.233,160498.684
Panoche Energy Center,CA,36.6514,-120.5833,2009,GT,Gas,432,623560000.0,5071339.075,301382.282
Cedar Bayou 4,TX,29.751645,-94.92312,2009,CT,Gas,534,970118000.0,10821181.022,643085.982
Bear Garden,VA,37.695556,-78.285278,2011,CT,Gas,559,3277143000.0,22930845.977,1363561.231
Virginia City Hybrid Energy Center,VA,36.916389,-82.338055,2012,ST,Coal,668,0.0,33886985.848,3479478.723
CPV St Charles Energy Center,MD,38.5686,-76.8919,2017,CT,Gas,746,3322439000.0,26408183.704,1569402.691
Dave Gates Generating Station,MT,46.104713,-112.876605,2011,GT,Gas,201,259149000.0,3179451.713,188963.734
Orange Grove Peaking Facility,CA,33.3594,-117.1114,2010,GT,Gas,118,54470000.0,472359.447,28074.822
Coolidge Generation Station,AZ,32.917399,-111.503327,2011,GT,Gas,720,201704000.0,1664685.845,98929.212
West Deptford Energy Station,NJ,39.8414,-75.2214,2014,CT,Gas,754,4762812000.0,33562849.795,1994596.659
Bayonne Energy Center,NJ,40.652834,-74.09155,2012,GT,Gas,512,709914000.0,6191742.815,369547.781
Pueblo Airport Generating Station,CO,38.320833,-104.52639,2012,GT,Gas,540,933756000.0,9761257.286,580009.062
El Cajon Energy Center,CA,32.796106,-116.972073,2010,GT,Gas,49,17700000.0,148573.864,8830.309000000001
Canyon Power Plant,CA,33.858056,-117.861667,2011,GT,Gas,200,186534000.0,1691019.812,100493.718
Langley Gulch Power Plant,ID,43.904444,-116.819722,2012,CT,Gas,318,1456455000.0,9371287.243,556920.253
Cleveland Cnty Generating Facility,NC,35.170547,-81.416648,2012,GT,Gas,1472,922443000.0,8898841.174,530081.072
Ratcliffe,MS,32.654722,-88.762222,2014,CT,Gas,839,3883775000.0,37583766.525,2173973.525
Ivanpah 2,CA,35.556111,-115.468611,2013,ST,Solar,133,0.0,404503.0,23862.4
Ivanpah 1,CA,35.533056,-115.4525,2013,ST,Solar,133,0.0,418783.0,24710.4
Ivanpah 3,CA,35.580833,-115.4825,2013,ST,Solar,133,0.0,405277.0,23910.6
Gainesville Renewable Energy Center,FL,29.7675,-82.396388,2013,ST,Biomass,116,406985000.0,5759328.938,600689.662
Marsh Landing Generating Station,CA,38.016944,-121.765,2013,GT,Gas,828,198801000.0,2022558.008,120197.559
Garrison Energy Center LLC,DE,39.187195,-75.499396,2015,CT,Gas,361,1813284000.0,12369529.704,735125.034
"Sentinel Energy Center, LLC",CA,33.934167,-116.571388,2013,GT,Gas,800,603211000.0,4811762.624,285958.788
Mariposa Energy Project,CA,37.789167,-121.601944,2012,GT,Gas,196,169262000.0,1481566.382,88045.784
Walnut Creek Energy Park,CA,34.008709,-117.944864,2013,GT,Gas,500,432042000.0,3264061.848,193979.934
Pio Pico Energy Center,CA,32.573889,-116.917777,2016,GT,Gas,441,224921000.0,1695097.329,100736.657
Algonquin Power Sanger LLC,CA,36.6842,-119.5522,1990,CT,Gas,73,20676000.0,210263.5,12494.082
Cheyenne Prairie Generating Station,WY,41.123611,-104.72,2014,CT,Gas,140,100160000.0,983584.892,58454.668000000005
Woodbridge Energy Center,NJ,40.515,-74.318889,2015,CT,Gas,795,5057019000.0,32205312.006,1913915.606
Wabash Valley Power IGCC,IN,39.53,-87.4247,1953,GT,Gas,304,55897000.0,581127.28,34535.009000000005
Antelope Station,TX,33.865,-101.843333,2011,IC,Gas,162,111288000.0,1071124.52,63654.499
Pioneer Generating Station,ND,48.2325,-103.95278,2013,GT,Gas,288,153073000.0,1513994.377,89971.018
Lonesome Creek Station,ND,47.796667,-103.57861,2013,GT,Gas,300,368998000.0,3897945.951,231655.001
Lodi Energy Center,CA,38.088056,-121.3875,2012,CT,Gas,288,497501000.0,5265133.188999999,312897.771
Panda Temple Power Station,TX,31.055833,-97.317222,2014,CT,Gas,1606,3492517000.0,25907373.32,1539632.943
Panda Sherman Power Station,TX,33.582573,-96.617893,2014,CT,Gas,803,3039648000.0,22226828.923,1320910.64
Burgess BioPower,NH,44.471944,-71.175278,2013,ST,Biomass,75,548806000.0,7353059.984,767548.845
Newark Energy Center,NJ,40.707222,-74.125833,2015,CT,Gas,735,4336596000.0,28567570.708,1697732.762
Delano Energy Center,CA,35.790864,-119.294469,2013,GT,Gas,48,21638000.0,216298.467,12854.237
Rothschild Biomass Cogen Facility,WI,44.887778,-89.629722,2013,ST,Biomass,57,0.0,3810118.84,396820.533
Clayville,NJ,39.424444,-75.02,2015,GT,Gas,73,113965000.0,983892.874,58470.092
Marshalltown Generating Station,IA,42.043333,-92.872778,2017,CT,Gas,704,1467501000.0,10530182.591,625791.451
Brunswick County Power Station,VA,36.765,-77.713889,2016,CT,Gas,1470,8344621000.0,56918397.253,3382514.758
La Luz Energy Center,NM,34.616111,-106.815,2015,GT,Gas,84,13377000.0,107406.278,6382.871
Charles D. Lamb Energy Center,OK,36.813889,-97.125278,2015,GT,Gas,122,48553000.0,626534.013,37234.667
W.A. Parish Carbon Capture Plant,TX,29.475278,-95.634167,2013,GT,Gas,102,474976000.0,5933269.26,352612.233
Panda Liberty Generation Plant,PA,41.7675,-76.39,2016,CS,Gas,870,5927408000.0,39101154.819,2323731.557
Panda Patriot Generation Plant,PA,41.180833,-76.839167,2016,CS,Gas,870,6352948000.0,42926461.365,2551056.258
Lansing BWL REO Town Plant,MI,42.719722,-84.551667,2013,CT,Gas,98,447813000.0,3829422.755,227574.465
Ector County Energy Center,TX,32.069167,-102.585556,2015,GT,Gas,358,260909000.0,2817452.363,167437.806
LEPA Unit No. 1,LA,29.691111,-91.192778,2016,CT,Gas,74,233860000.0,1856751.9,110345.75
Carty Generating Station,OR,45.698611,-119.813056,2016,CT,Gas,500,2446229000.0,16723679.141,993866.261
Montana Power Station,TX,31.823889,-106.211944,2015,GT,Gas,524,1070107000.0,9502676.916,564735.121
Stonewall,VA,39.058056,-77.545,2017,CT,Gas,812,3472473000.0,24447280.83,1452870.5
Holland Energy Park,MI,42.7925,-86.092222,2017,CT,Gas,149,345116000.0,2467362.068,146629.046
Oregon Clean Energy Center,OH,41.667928,-83.443664,2017,CT,Gas,1061,2778313000.0,18185143.584,1080717.149
Carroll County Energy,OH,40.60441,-81.05918,2017,CT,Gas,831,431657000.0,3097821.842,184096.076
Wolf Hollow II,TX,32.337679,-97.734612,2017,CT,Gas,1231,3831708000.0,25338230.213,1505816.45
Alpine Power Plant,MI,45.063748,-84.825348,2016,GT,Gas,452,497169000.0,5928111.899999999,349878.5
Colorado Bend II,TX,29.289415,-96.065399,2017,CT,Gas,1228,3200176000.0,21640230.122,1286050.408
Albany Green Energy,GA,31.5559,-84.1103,2017,ST,Biomass,54,0.0,3442625.046,376078.689
