ORISPL_CODE,GLOAD (MW),CO2_MASS (tons),HEAT_INPUT (mmBtu)
544,30426.0,19916.575,272618.76300000004
546,48648.0,46601.902,607857.3019999999
557,270.0,0.0,3932.3
561,342.0,0.0,4155.0
562,248071.0,174645.222,2743880.859
563,1305.0,1401.4,17292.7
564,6723719.0,5738209.793,60763514.964
565,468.0,0.0,5777.5
568,232756.0,251352.213,2401216.636
581,402.0,0.0,4646.5
589,303151.0,416170.225,3977332.925
591,206.0,343.90000000000003,4244.1
592,45.0,0.0,692.9000000000001
593,267389.0,166370.52399999998,2742958.154
594,441700.0,398762.54,3887431.479
597,45.0,0.0,716.9
599,9455.0,6239.405,102806.05099999999
602,4336878.0,4545200.596,44300184.427
607,42339.0,21141.596999999998,350495.607
609,7095323.0,2673347.0439999998,44931481.9
612,9022502.0,3783563.774,63577106.561
613,3445403.0,1684181.7110000001,28014001.881
617,6932568.0,2581533.247,43436996.03
619,7186711.0,2627638.988,44199084.334
620,10096233.0,4313087.131,72575887.248
621,5432677.0,2186003.731,36759962.536
628,9600293.0,10629642.946,103602826.985
634,7121111.0,3279755.841,55188408.151
641,3571477.0,3771619.184,37421919.55
643,4219718.0,1749786.452,29443502.046
645,6083836.0,6458871.437,67735718.025
663,846150.0,765414.9,8694116.825
664,559275.0,268577.125,4519338.05
666,47312.0,25961.351,436835.798
667,3151371.0,2810176.79,33383196.762000002
673,2406.0,2321.575,39096.1
675,86504.0,75124.4,1262552.781
676,2566101.0,2350200.534,27687546.585
683,27140.0,21694.172,364469.66000000003
688,1439491.0,728069.313,12251280.047
689,805684.0,503173.375,8465859.225
703,15107955.0,15163833.375,147795758.7
708,601885.0,711366.223,6933425.425000001
710,16477105.0,6619975.973,111391701.597
715,13763.0,0.0,188819.8
728,550647.0,347153.168,5841534.316
762,62530.0,33842.296,569450.009
856,3311098.0,3241926.518,30910817.408
861,6111712.0,6192180.233,59040682.573
862,339804.0,164932.64,2775317.568
874,51202.0,33992.325,573418.075
876,5144056.0,5218805.359,49759810.054
879,5409605.0,6558585.966,61663033.775
883,2013742.0,2207868.525,20784530.775
884,454052.0,487885.25,4619168.025
886,0.0,8199.8,101285.9
887,4250710.0,4513210.625,43053166.356
889,8508558.0,8307595.874,79210487.112
891,2849335.0,3205874.351,30567132.893
892,1818028.0,1962291.71,18709925.973
913,64469.0,37484.853,630752.875
963,2758732.0,2882967.688,28144376.987999998
976,1787440.0,2336814.988,22163024.757
983,6662473.0,6817684.4520000005,66121027.7
990,1327907.0,817665.444,13754090.203
992,0.0,72319.637,3764655.801
994,10392078.0,10848957.629,105740372.602
995,1862714.0,2105391.129,20521764.796
997,1419042.0,1472604.268,14040845.08
1001,6161119.0,5993283.265,58415548.243
1002,144.0,0.0,3364.0
1004,3453559.0,3725626.391,29426653.277
1007,433350.0,270558.333,4552710.793
1008,235436.0,237181.548,2311728.178
1011,4011.0,0.0,52060.857
1012,2000305.0,2387337.932,23281198.268
1016,11717.0,0.0,185157.1
1040,44782.0,51267.373,499696.288
1046,144.0,224.25,3782.126
1047,1081237.0,1217096.454,11611685.936999999
1048,29923.0,21861.259,368805.01999999996
1068,21305.0,0.0,224384.663
1073,0.0,699540.55,6707063.377
1077,0.0,0.0,0.0
1081,6595.0,4621.979,77969.957
1082,9218596.0,8930422.0,85148897.35
1091,2322486.0,2595532.2,24747638.875
1104,1181006.0,1293351.793,12336041.522
1105,129.0,0.0,7540.0
1122,311312.0,232475.4,3921646.325
1131,1011.0,1143.337,19282.706
1167,1026875.0,1234389.082,11769503.705
1206,6834.0,0.0,112817.741
1217,12199.0,8715.803,146344.72
1230,1105.0,813.729,13659.656
1233,4190.0,2882.247,48496.464
1235,2198.0,1619.7450000000001,27205.478000000003
1239,1064137.0,472258.63,7946699.1280000005
1240,414920.0,276991.473,4659922.494
1241,4524579.0,4657836.135,44411173.878
1242,70241.0,58725.39,988191.0380000001
1248,6808.0,0.0,97426.1
1250,2722682.0,2939431.776,28037603.442
1252,341231.0,407295.55700000003,3895738.996
1268,26978.0,21393.1,362471.9
1271,17455.0,11748.862,197658.999
1295,22253.0,11291.584,261053.599
1305,5085.0,0.0,81931.7
1336,42862.0,9576.883,572622.086
1353,593330.0,347037.679,5839519.203
1355,1893299.0,1942099.186,20169034.465
1356,12917636.0,11976720.735,116732176.25
1363,3632534.0,1430961.18,24078641.877
1364,9795879.0,9386529.133,91602077.537
1366,69409.0,40937.178,694553.9550000001
1374,2012782.0,2144578.144,20897100.611
1378,6847129.0,4784888.443,58347310.105
1379,6910338.0,7862124.393,74961682.87099999
1381,0.0,0.0,0.0
1382,1270243.0,1403400.575,13678376.5
1383,2210.0,0.0,42290.8
1384,505673.0,502063.664,4893397.937
1391,3253205.0,2180568.726,36692014.692
1393,2912487.0,3351782.21,31958254.431
1396,2404263.0,1050006.087,17668463.525
1400,743524.0,462446.582,7781974.068
1402,2244661.0,1445266.603,24319392.571
1403,9097582.0,4325704.704,72788186.478
1404,15307.0,8861.010999999999,149097.051
1416,1786750.0,1234014.078,20764662.181
1417,38355.0,24552.442,413081.728
1439,37007.0,24583.233,413743.13
1443,0.0,0.0,0.0
1464,100822.0,74033.421,1245724.45
1507,116107.0,103596.8,1203163.084
1552,255380.0,282073.439,2689464.5779999997
1553,14452.0,10272.768,172856.999
1554,243305.0,262561.083,2659198.25
1556,250694.0,154193.174,2520708.626
1560,25175.0,19897.622,334810.59500000003
1564,1895.0,3127.893,38550.046
1571,973622.0,878880.516,10616505.434
1572,354196.0,325722.645,3685293.383
1573,2807499.0,2642546.356,25770231.499
1586,624.0,0.0,13474.9
1588,7324399.0,3177559.946,52949562.549
1592,5347.0,7916.9,97706.8
1594,0.0,0.0,458884.365
1595,2229706.0,869567.366,14602095.265999999
1599,59088.0,47348.997,634036.584
1619,1269112.0,1261407.0250000001,12351578.4
1631,170.0,0.0,2835.3
1642,40836.0,23043.931,376813.069
1643,346.0,0.0,5192.2
1660,52491.0,28892.002,452124.491
1678,15591.0,8403.6,182196.5
1682,62149.0,40489.111,658330.608
1702,2800963.0,3229451.55,31796680.54
1710,8576748.0,8523165.725,81265859.525
1719,379.0,0.0,10543.0
1728,30248.0,18441.476,310322.145
1730,3681.0,2947.8,49970.6
1733,16823439.0,16962318.878,161683003.159
1740,397484.0,1101464.513,11021734.665
1743,3950968.0,4039329.637,38513751.742
1745,0.0,2194166.029,20920740.0
1769,1716258.0,1971717.062,18799767.726999998
1825,312365.0,290107.109,2827554.182
1830,0.0,16.791,288.276
1831,426729.0,550527.037,5249155.781
1832,1080904.0,1371670.238,13078441.089
1843,230406.0,325930.87,3107662.182
1866,0.0,12433.111,209758.269
1888,18133.0,13591.980999999998,229289.339
1891,6007.0,5447.335,91665.227
1893,7696110.0,8500961.426,81054244.132
1897,0.0,276661.202,2653329.786
1904,716606.0,321551.389,5410771.5649999995
1912,2034422.0,869378.257,14628960.054
1913,7507.0,0.0,129074.5
1915,3204378.0,3237274.286,30866470.831
1927,1632559.0,664637.5920000001,11183848.679
1943,264903.0,328965.275,3136673.05
2001,442.0,0.0,1134.0
2038,24308.0,15540.275,267168.77900000004
2039,25270.0,16073.615,265849.852
2042,264.0,0.0,4176.0
2047,607066.0,427835.499,7199184.161
2048,3864.0,0.0,33951.8
2049,1595793.0,1004361.513,16950666.718
2050,672000.0,426580.93799999997,7173702.407
2053,176959.0,151771.58599999998,2553854.067
2070,956271.0,486650.119,8188602.625
2076,1094853.0,1253857.069,11955117.882
2079,3435788.0,3186611.5,30833329.59
2080,417854.0,490070.283,4672707.886
2081,2395.0,0.0,36287.7
2082,266.0,0.0,5738.1
2092,5168.0,0.0,128699.683
2094,1607837.0,1673164.483,15953142.819
2098,6223.0,4641.956999999999,98283.41300000002
2103,17005972.0,16631779.125,158579161.919
2104,1252466.0,1338335.544,12893892.776
2107,5382145.0,5623718.736,53620474.666
2122,469.0,0.0,8536.7
2123,0.0,2274.492,38270.343
2131,835.0,0.0,13525.5
2132,4738.0,3188.2430000000004,53637.365
2161,88630.0,70830.236,1181418.1199999999
2167,7945476.0,7089746.222,67599053.003
2168,8728954.0,8768679.412,83608635.805
2176,2299.0,1474.392,23654.676
2226,1999.0,1869.2,31530.449999999997
2240,393494.0,428714.098,4149228.836
2241,5228.0,4174.263,70137.343
2250,209.0,0.0,3512.5
2265,2517.0,0.0,36176.6
2266,208.0,0.0,2998.9
2271,309.0,0.0,4132.8
2277,786911.0,862465.6869999999,8223343.517999999
2290,839.0,0.0,25464.7
2291,2090468.0,2221834.468,21427237.252
2292,81825.0,43502.182,1429871.527
2322,425587.0,233448.84399999998,3928231.849
2324,292824.0,382487.192,3646924.079
2330,403183.0,269574.587,4535980.67
2336,4007055.0,1828504.554,30768056.032
2362,361.0,0.0,15340.0
2364,268972.0,281201.62,2747922.556
2367,395521.0,595146.602,5758006.657
2369,102.0,0.0,2890.8
2378,24154.0,24977.439,243688.373
2379,9328.0,14247.7,233929.69999999998
2390,1278.0,1683.1000000000001,25271.1
2393,16574.0,12684.354,208058.991
2398,2281480.0,1568191.1469999999,26338077.219
2399,18467.0,10004.913,163306.51
2401,7139.0,3883.46,64509.137
2403,19990.0,13818.902,246043.008
2404,287295.0,151873.587,2547909.119
2406,5072893.0,2139258.7060000002,35980965.275
2408,0.0,0.0,0.0
2410,62.0,161.0,1987.0
2411,36622.0,26908.43,462729.62
2434,123566.0,64791.432,1089978.7
2440,0.0,0.0,38610.0
2442,7058576.0,6634608.166,64672513.482
2444,886243.0,575230.142,9679234.851
2446,390007.0,241864.464,4069682.515
2450,98646.0,68085.88,1145639.721
2451,11984305.0,13460701.438,128376773.562
2454,925343.0,592128.34,9963635.888
2480,9892.0,5954.451,100436.50099999999
2490,897371.0,558311.388,9398485.756000001
2493,2581457.0,2210773.475,37044477.925
2494,6276.0,0.0,61999.3
2496,2296.0,0.0,38540.0
2499,30855.0,0.0,397576.30000000005
2500,3179286.0,1711136.241,28713346.387
2503,98.0,0.0,4060584.675
2504,168.0,174184.8,2881915.95
2511,1441987.0,925380.8,15494702.175
2512,6339.0,7315.7029999999995,90183.482
2514,1287.0,1442.8,17809.2
2516,1766266.0,1090236.3,17941846.925
2517,272482.0,179262.025,2863071.025
2521,1038.0,1229.8000000000002,15181.7
2527,179920.0,124008.779,2091728.2
2535,259268.0,271309.86199999996,2644312.593
2539,3566279.0,2179725.393,36677963.210999995
2549,0.0,0.0,0.0
2554,0.0,0.0,0.0
2594,41868.0,38236.337,479176.405
2625,1265744.0,775504.2590000001,13016531.421
2628,524.0,448.499,7537.361
2632,507.0,439.21,7392.116
2679,40603.0,23661.9,396703.875
2682,122798.0,84759.55,1425523.45
2706,1489423.0,1462191.32,14688247.673999999
2707,0.0,462.5,5712.3
2709,7564790.0,3144018.2350000003,52846557.463
2712,2780546.0,6404359.436,62476976.278
2713,4769074.0,1980850.872,33328213.243
2716,0.0,1408.1,17391.6
2718,1169019.0,1132204.621,11035177.854
2720,5287411.0,2110620.108,35515222.865
2721,6365397.0,5469391.057,53307911.425
2723,5054757.0,2066045.143,34765270.658
2727,9819821.0,9368795.011,91313824.785
2790,459878.0,574496.313,5311181.8209999995
2817,4160733.0,4619341.7190000005,42429879.497999996
2823,5870756.0,6541331.158,60083882.160000004
2824,0.0,202630.131,1932047.512
2828,11296600.0,10954557.846,106881520.414
2831,1106.0,0.0,49341.6
2832,7420478.0,6679013.59,65097647.005
2836,596194.0,553342.415,5397389.173
2837,53.0,0.0,2400.0
2840,4256736.0,4301243.857,41922461.980000004
2847,79078.0,57538.1,954143.1
2848,91.0,0.0,3727.5999999999995
2850,7669807.0,7466658.947,72774530.04
2861,36.0,0.0,1666.8999999999999
2866,6961602.0,7091560.615,67616043.189
2869,4643.0,4169.691,67131.594
2876,6605286.0,6468438.215,63045230.504
2878,0.0,1503378.737,14256765.723000001
2880,98287.0,73023.531,1228778.419
2917,0.0,0.0,0.0
2951,385123.0,253295.916,4262191.768
2952,7030494.0,7745086.599,73969989.745
2953,181476.0,106437.406,1814492.446
2956,1031020.0,682633.2390000001,11486671.656
2963,3654407.0,3324082.581,37808056.656
2964,324647.0,223770.51200000002,3767743.1070000003
2965,292986.0,214422.62,3608112.835
2966,0.0,0.0,265131.0
3006,1214003.0,204481.304,10751698.907
3008,459592.0,273711.79000000004,4605317.311
3096,56868.0,41840.061,704064.817
3111,7777.0,0.0,129098.6
3113,317.0,250.244,3084.6689999999994
3116,553.0,0.0,9556.4
3118,12088941.0,11699375.868,114121272.618
3122,5746644.0,5655449.768,55121340.327
3130,0.0,2791996.363,27249584.355
3131,1401354.0,886233.505,14921261.255
3132,5135.0,0.0,68069.375
3136,12672949.0,12185477.383,118766847.97
3138,654806.0,404239.128,6802096.638
3140,3999197.0,2695018.642,39173868.159
3148,1260175.0,806074.216,13347001.382
3149,3027741.0,2861658.739,27891422.117
3161,52164.0,42056.606999999996,678545.403
3168,3829.0,0.0,40431.2
3176,596665.0,273702.544,4605653.069
3236,1282723.0,896519.325,15017963.525
3250,86577.0,74000.82400000001,1154353.738
3264,142153.0,88993.088,1476418.999
3285,21681.0,16318.484,244406.811
3287,380787.0,202912.147,3421461.143
3295,1642933.0,1081357.8429999999,18177613.111
3297,3888413.0,3434554.196,33475220.47
3298,2842706.0,2558176.539,24988403.629
3318,495.0,0.0,9098.900000000001
3320,1069.0,0.0,21767.800000000003
3338,11451.0,8184.0,134437.8
3344,3589.0,5472.3,92752.4
3393,3859776.0,3975168.293,37902799.772
3396,3116859.0,2993903.726,29180366.846
3399,10803423.0,10505930.073,102489396.188
3403,5842476.0,6176369.447,59905387.593
3405,5354656.0,2210601.176,37197067.663
3406,2157476.0,2558063.014,25572570.628
3407,5188637.0,5714073.584,55080749.191
3439,115121.0,64907.397,1092234.019
3441,1189223.0,512875.834,8630070.297
3443,565243.0,259065.865,4359305.928
3452,184806.0,118348.51699999999,1991468.876
3453,191833.0,133125.288,2240072.8090000004
3456,2092357.0,1270609.932,21380423.915
3457,1793836.0,1020654.183,17174465.224
3459,3706263.0,2252703.464,37906131.493
3460,1787426.0,1059481.257,17827807.2
3464,13452.0,0.0,200188.4
3468,0.0,0.0,0.0
3469,332787.0,186234.1,4670891.217
3470,17359922.0,16363040.226,171721776.425
3476,56058.0,38419.261,646445.801
3477,1220.0,942.018,15840.877999999999
3478,466119.0,296653.956,4991761.537
3482,1014569.0,639876.4280000001,10765511.212
3484,449239.0,298592.755,5024218.092
3485,491905.0,316648.893,5327784.124
3490,75422.0,48572.537000000004,817334.1849999999
3491,378738.0,255312.793,4296122.573
3492,6272.0,0.0,74875.6
3494,38390.0,27553.777,466066.413
3497,8371776.0,9100920.667,83594372.793
3504,81049.0,56758.47,955071.5819999999
3507,8524.0,7616.156,128147.712
3548,424606.0,250098.291,4632213.452
3559,54696.0,37748.133,635179.098
3576,13570.0,9644.175,162259.95
3601,334898.0,216663.40399999998,3645810.608
3604,93279.0,49996.362,841293.616
3609,112362.0,65487.558,1101996.137
3611,461908.0,325284.851,5472571.8270000005
3612,2898709.0,1340836.508,22561296.601
3628,159358.0,103136.568,1733864.14
3631,125958.0,81755.925,1335236.284
3648,124442.0,86436.475,1454457.243
3734,0.0,3596.8999999999996,44414.4
3754,0.0,752.3000000000001,9284.3
3775,246207.0,167444.976,2817545.463
3785,72.0,0.0,24679.2
3796,132202.0,79534.057,1338301.1779999998
3797,6695998.0,4317098.402,58240793.100999996
3804,3169668.0,1370663.222,22800722.202
3809,170646.0,159258.536,1757087.065
3845,5840141.0,6564103.847,62586797.245000005
3935,15052116.0,14715863.812,143442434.433
3936,0.0,0.0,0.0
3943,6808712.0,6216766.919,59275090.85
3944,14063166.0,13512102.523,131696916.82800001
3948,8330252.0,8237215.243,80285907.523
3954,7507603.0,7504768.796,73145926.072
3982,186383.0,331853.114,3183971.941
3991,0.0,0.0,0.0
3992,22585.0,19356.243000000002,325616.979
4005,1649.0,0.0,25104.614
4014,79431.0,0.0,1091096.779
4040,5389044.0,2225524.712,37448717.663
4041,5174928.0,5679510.193,54169243.934
4042,0.0,460889.637,7774862.98
4050,4061465.0,4404356.0819999995,41994248.83
4057,17383.0,0.0,382955.6
4059,2920.0,0.0,99056.7
4072,675730.0,667242.481,7087427.361
4076,185683.0,138029.359,2322651.03
4078,4770520.0,4250356.358,40760427.707
4125,0.0,269501.183,2572809.9590000003
4143,1594521.0,1664514.415,15870688.344
4158,4961114.0,5519776.555,52629442.632
4162,5139907.0,5545754.597,52913060.133
4195,6994.0,5136.1,86369.0
4259,0.0,0.0,0.0
4266,5498.0,4783.875,80500.90000000001
4271,1673630.0,1997069.781,19041451.288
4937,2346105.0,1470196.171,24738904.669999998
4939,1251831.0,553805.622,9318783.654
4940,314395.0,223428.472,3762354.09
4941,15120965.0,15893150.449,154904137.47100002
5083,191124.0,94160.641,1580618.669
6002,20329484.0,22746314.975,216879467.325
6004,8565478.0,7978641.344,76074005.608
6009,8373972.0,9143966.942,87198159.239
6013,0.0,0.0,0.0
6016,2167195.0,2096099.57,19985699.054
6017,3546922.0,3492322.882,33298297.766999997
6018,4640114.0,4895571.551,47715140.887
6019,8904250.0,7899605.238,77106792.115
6021,8625300.0,8844565.435,84330284.308
6030,8567078.0,8944066.465,82153669.531
6031,4518791.0,4592729.248,44777405.496
6034,7667730.0,7856510.791,76107381.483
6035,575772.0,362330.972,6107380.635
6041,7378919.0,6984148.978,68071678.121
6042,7962099.0,3799377.815,61306988.081
6043,11284702.0,5229204.609,85521640.896
6046,138944.0,105499.506,1756335.418
6052,4154788.0,4186038.199,40801328.487
6055,6144767.0,6581915.968,65635303.816
6058,23064.0,14433.133,292353.65
6061,105331.0,119835.44900000001,1167994.165
6063,10047.0,0.0,172620.0
6064,1080561.0,1186984.8530000001,11423150.573
6065,11598864.0,10910547.425,104028848.109
6068,11990502.0,12603014.557,120187004.338
6071,9076002.0,8226515.152,82911234.521
6073,7768788.0,6033348.825999999,80479799.075
6074,7462.0,0.0,246249.83800000002
6076,14713905.0,15240558.784,145331565.685
6077,8181990.0,8213300.8,78311498.05
6081,77636.0,61386.125,939884.9249999999
6082,373156.0,368542.19,3592028.904
6085,5690713.0,6431705.144,62506658.841
6089,249753.0,338821.353,3117133.784
6090,12910108.0,13814823.969999999,131720280.627
6094,8617433.0,8287346.484999999,79017486.053
6095,3773262.0,4046895.402,38618418.453
6096,9367092.0,9343763.6,89169617.736
6098,2182318.0,2487044.484,23713276.71
6101,2901613.0,3380148.946,32228737.298
6106,1845650.0,1873878.021,17866870.455
6112,2823484.0,1337271.454,22502155.58
6113,19491813.0,18002776.21,175465621.077
6124,84262.0,77713.2,1017568.4000000001
6136,1699630.0,1905128.267,18628631.825
6137,2208855.0,2376166.57,23288829.022
6138,2942634.0,3033209.849,28920736.258
6139,5935662.0,6445984.807,61460653.675
6146,13742504.0,15246908.834999999,140046981.894
6147,9789947.0,10991332.019,104799583.342
6155,9300092.0,9010804.964,85915428.86
6156,49734.0,42794.157999999996,607666.216
6165,9271729.0,9040837.526999999,88117369.602
6166,11598673.0,11424627.69,108974577.415
6170,5847434.0,6664190.325999999,63566573.761
6177,4437048.0,5022681.616,47889759.521
6178,4092537.0,4325803.451,41245316.587
6179,12205029.0,13006531.321,124013504.699
6180,14413707.0,14703420.844999999,135146532.556
6181,3810497.0,4652456.651,45345602.337
6183,2869865.0,3820073.84,35088368.686
6190,6381720.0,6725017.631999999,65652123.141
6193,4994729.0,5152298.947,49267892.619
6194,5454409.0,5394856.364,51479833.826
6195,2190430.0,2206847.329,21441904.595
6204,11018021.0,12349460.81,117748555.421
6213,5285455.0,5328519.659,51934916.186
6223,237344.0,169531.96600000001,2849365.421
6243,121067.0,87596.332,1473904.826
6248,3808005.0,4375178.356,41750336.977
6249,1429477.0,1479776.3560000001,14422808.059
6250,0.0,1707255.457,16665574.64
6253,16416.0,23947.738,352331.957
6254,4316636.0,4870335.076,46443384.495
6257,15815900.0,16805674.4,160237197.425
6258,3691.0,0.0,53237.3
6264,7719626.0,7389620.785,72169175.699
6358,21398.0,12677.582,213341.70400000003
6373,20045.0,6320.553,285501.123
6463,1520.0,1184.8999999999999,14630.1
6469,6680598.0,7388094.768999999,67861637.54100001
6481,9025533.0,8383032.975,81706031.8
6584,822.0,560.854,6910.677
6635,5127.0,2575.7690000000002,40901.537
6639,2724915.0,2858590.025,27861520.525
6641,8009173.0,7989772.100000001,76191684.506
6648,4465161.0,4835291.512,44413420.164
6650,130.0,0.0,2931.4
6651,118.0,0.0,2895.7
6652,285.0,0.0,6032.1
6664,3809266.0,3847120.367,36681144.954
6705,3030450.0,3530619.923,34411549.696
6741,308.0,0.0,4773.0
6761,2440945.0,2289703.384,22040485.68
6768,2025682.0,1884818.32,17971184.187
6772,2701197.0,3106301.522,30285332.478
6776,187.0,211.89999999999998,2613.1
6823,2834505.0,3253374.4,31709388.75
6824,535.0,0.0,8745.9
7013,1452.0,1083.8,18363.5
7030,2707335.0,3036890.093,27894524.362
7032,63033.0,50102.6,797138.3
7063,168587.0,96460.042,1622994.754
7082,3418721.0,1435423.628,24153854.704
7097,6314761.0,6547080.862,63811717.352
7137,0.0,0.0,0.0
7138,8448.0,6257.0,105988.1
7145,13437.0,6762.091,201569.582
7146,9133.0,9278.6,114379.325
7153,2473237.0,1729536.119,29049256.785
7155,1324.0,1542.5,19284.605000000003
7158,23194.0,25847.301,422193.65
7159,87947.0,70538.221,1185138.84
7203,19736.0,19365.525999999998,325755.531
7210,2538981.0,2135273.363,21304533.581
7212,112298.0,87233.2,1394328.2
7213,3548933.0,3712719.998,36186347.339
7237,78602.0,52576.901000000005,883642.806
7238,3621144.0,1510401.401,25414051.437
7242,8065191.0,4125082.65,57257535.525
7254,0.0,950.1270000000001,15998.903
7258,103874.0,56066.759,943463.825
7266,354584.0,176467.90399999998,2969227.312
7270,113265.0,91217.565,1534767.906
7277,27164.0,20148.492000000002,336475.294
7288,32776.0,23689.276,398212.889
7296,2598967.0,1094151.781,18410097.083
7302,8632160.0,5497124.645,92498853.509
7307,192381.0,96022.189,1615758.035
7314,642766.0,474397.267,7939322.224
7315,197285.0,112646.766,1895566.696
7318,4029.0,2784.441,46841.807
7325,938832.0,764388.871,12861068.544
7335,8739.0,6249.45,105163.7
7336,10154.0,7015.7,117919.425
7343,2680034.0,2569080.05,24495403.35
7345,0.0,189626.702,3190922.227
7348,25051.0,16934.1,284068.9
7350,2921001.0,1189069.467,20008389.97
7380,2291572.0,1515390.936,25499023.053
7425,18127.0,11787.494999999999,198352.79200000002
7449,12584.0,5668.488,95385.8
7456,76773.0,43585.693,733420.402
7504,616203.0,767967.429,7377768.459
7515,3513.0,2352.871,39307.212999999996
7527,304979.0,162695.763,2728952.368
7551,598262.0,320228.004,5388496.214
7552,610058.0,267969.43200000003,4509131.342
7604,422549.0,186382.988,3136282.0949999997
7605,1285509.0,545922.455,9186168.542
7693,81513.0,46379.956,780381.211
7697,1419248.0,543958.625,9153012.35
7698,837514.0,341242.15,5742032.05
7699,1133759.0,731166.994,12303288.822
7701,0.0,0.0,3908166.1270000003
7710,12787693.0,5087501.575,85607050.3
7721,1988901.0,768330.2,12928643.425
7737,0.0,0.0,4051109.792
7749,84040.0,55974.918000000005,941876.127
7754,1161.0,811.1039999999999,13647.659
7757,2818194.0,1203291.554,20247568.431
7759,155639.0,117701.438,1980609.2170000002
7760,101585.0,58782.325,989149.2799999999
7762,2393809.0,1008750.249,16974145.174
7763,190755.0,148050.073,2491240.039
7764,15708.0,10621.062,171672.789
7765,347570.0,249081.44700000001,4176853.268
7768,45793.0,25545.01,429792.151
7782,1944.0,1166.6,19767.1
7783,2385.0,1022.4000000000001,17365.2
7790,3622038.0,4092085.275,39883866.462
7805,9091098.0,4715678.806,79340886.892
7813,380545.0,242600.912,4082218.888
7818,12790.0,6966.616,143046.02
7825,24700.0,14767.764,248497.13400000002
7826,2840503.0,1796537.135,30220357.366
7829,151139.0,96665.746,1626587.886
7834,4524777.0,2921703.07,49182980.933
7835,508488.0,296509.331,4989341.294
7836,486064.0,291453.418,4869267.135
7837,277021.0,174325.343,2881759.874
7838,526937.0,309557.92500000005,5165107.937
7839,590064.0,350774.851,5716500.618
7842,2399.0,1225.3249999999998,20615.351
7843,51990.0,33877.016,565278.356
7844,507.0,321.55,5411.235000000001
7845,3521372.0,1461661.967,24589240.375
7846,2715312.0,1680595.148,28274786.914
7848,45230.0,30903.46,518491.12200000003
7858,4565.0,3438.466,57855.058000000005
7863,16183.0,11350.1,192394.0
7869,110266.0,64468.15,1079465.3
7870,139746.0,108304.383,1821932.614
7872,109718.0,63087.5,1066841.8
7873,3999812.0,2669331.0749999997,44916616.725
7887,122333.0,73208.461,1230968.985
7897,5444445.0,2189770.425,36846984.95
7900,1458253.0,682981.696,11492450.692
7902,4584733.0,4982792.272,45768277.733
7903,70754.0,48398.523,814379.579
7909,58560.0,30854.342,519190.945
7910,100540.0,57960.208,975323.636
7912,55186.0,29430.288,495225.702
7913,34587.0,18577.41,312626.49199999997
7914,28420.0,15201.287,255800.84600000002
7915,43484.0,24708.674,415751.289
7916,343518.0,225651.367,3796846.144
7917,3472576.0,1422152.875,23930508.425
7925,75645.0,56803.583,955668.969
