,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions
1175,AMEA Peaking,AL,33.1661,-86.2825,2004,Gas_SC,98,43195000.0,418583.2,24690.5
443,Powerlane Plant,TX,33.1707,-96.1264,1966,Gas_SC,110,8128000.0,108269.125,6443.4
444,Spencer,TX,33.1975,-97.1061,1955,Gas_SC,172,2984000.0,49105.425,2919.1
1236,Niland Gas Turbine Plant,CA,33.238842,-115.504456,2008,Gas_SC,120,123628000.0,1066096.057,63357.516
4,E C Gaston,AL,33.244211,-86.458056,1960,Gas_SC,2033,4159470000.0,44005747.7,3832358.702
1133,Choctaw County,MS,33.2881,-89.4201,2003,Gas_CC,899,3511191000.0,37344958.965,2219356.867
1044,Union Power Station,AR,33.296146,-92.589364,2003,Gas_CC,2428,9809940000.0,70151888.792,4169027.528
514,Winyah,SC,33.33184,-79.357236,1975,Coal,1260,2631016000.0,26210305.23,2689178.031
687,Santan,AZ,33.3325,-111.7503,1974,Gas_CC,1321,4900374000.0,34689677.238,2061555.255
1074,Red Hawk,AZ,33.334562,-112.840641,2002,Gas_CC,1138,5716503000.0,38889979.831,2311182.125
1005,Arlington Valley Energy Facility,AZ,33.3417,-112.8897,2002,Gas_CC,713,2197057000.0,15561216.584,924781.924
682,Gerald Andrus,MS,33.35,-91.1167,1975,Gas_SC,781,1038230000.0,11519664.597,684678.854
884,Tenaska Georgia Generation Facility,GA,33.3516,-84.9996,2001,Gas_SC,1098,73089000.0,715520.485,42621.14
24,Kyrene,AZ,33.3556,-111.9353,1952,Gas_CC,572,1697711000.0,11461683.53,681150.912
926,Hawk Road Facility,GA,33.358472,-84.991391,2001,Gas_SC,495,643567000.0,7035119.319,418089.721
1258,Orange Grove Peaking Facility,CA,33.3594,-117.1114,2010,Gas_SC,118,22254000.0,197457.356,11734.937
556,Cope,SC,33.3644,-81.03,1996,Gas_SC,417,1028009000.0,9646353.337,693924.287
21,Cross,SC,33.371506,-80.113235,1984,Coal,2389,6832826000.0,71046981.476,7289416.468
1128,Quantum Choctaw Power LLC,MS,33.3792,-89.2089,2006,Gas_CC,850,3036637000.0,21958130.614,1304939.435
1166,Wansley Combined Cycle,GA,33.406385,-85.036988,2002,Gas_CC,1238,8625756000.0,58146792.939,3455591.238
644,Chattahoochee Energy Facility,GA,33.4072,-85.0386,2003,Gas_CC,539,3464723000.0,23652938.358,1405661.706
648,Wansley Unit 9,GA,33.4083,-85.0403,2004,Gas_CC,592,2138515000.0,22487977.908,1336428.957
465,Wansley,GA,33.41342,-85.032329,1976,Coal,1956,238194000.0,2421208.108,248110.061
14,Ocotillo,AZ,33.4225,-111.9122,1960,Gas_SC,1137,778366000.0,6998883.022,415931.12
363,Urquhart,SC,33.435,-81.9111,1953,Gas_CC,755,1363832000.0,15099214.228,899655.8539999999
15,West Phoenix,AZ,33.4417,-112.1583,1948,Gas_CC,1324,2726067000.0,20384204.648,1211403.972
100,Yates,GA,33.4622,-84.8986,1950,Gas_SC,1484,2428382000.0,25020975.687,1486953.61
392,Jones,TX,33.5239,-101.7392,1971,Gas_SC,858,2817409000.0,28763007.782,1709344.851
23,Agua Fria,AZ,33.5561,-112.2153,1957,Gas_SC,611,346970000.0,3546740.864,210779.456
1290,Panda Sherman Power Station,TX,33.582573,-96.617893,2014,Gas_CC,803,2800004000.0,19063492.143,1132914.982
1059,Calhoun Energy Center,AL,33.5883,-85.9731,2003,Gas_SC,748,41521000.0,422671.26,25547.344
405,J Robert Massengale,TX,33.6039,-101.8408,1952,Gas_CC,106,53979000.0,455395.248,27060.001
611,Fulton (AR),AR,33.6094,-93.7924,2001,Gas_SC,154,73745000.0,752603.74,44726.938
1013,Blythe Energy Inc,CA,33.6157,-114.6865,2003,Gas_CC,591,1299373000.0,14184216.271,842948.417
901,Lamar Power Project,TX,33.6308,-95.59,2000,Gas_CC,1112,7187123000.0,49674214.115,2952070.291
450,James H Miller Jr,AL,33.6319,-87.0597,1978,Coal,2820,17594945000.0,179699736.425,18846905.225
35,AES Huntington Beach LLC,CA,33.6439,-117.9792,1958,Gas_SC,1021,1322790000.0,9458494.236,562099.998
952,Caledonia,MS,33.6464,-88.2717,2003,Gas_CC,801,4612607000.0,31395597.479,1865796.315
1235,John W Turk Jr Power Plant,AR,33.649722,-93.811944,2012,Coal,609,3751582000.0,32814037.894,3441534.109
759,Paris Energy Center,TX,33.6968,-95.5577,1989,Gas_CC,264,408641000.0,3474746.948,206500.832
36,Long Beach Generation LLC,CA,33.7641,-118.2248,1976,Gas_CC,587,37891000.0,573005.9990000001,34052.905
44,Haynes,CA,33.764741,-118.09913,1962,Gas_SC,2882,3802589000.0,28051436.0,1636605.754
33,AES Alamitos LLC,CA,33.7688,-118.1009,1956,Gas_SC,2055,1785596000.0,15163913.192,901172.842
43,Harbor,CA,33.7706,-118.2656,1972,Gas_SC,591,78120000.0,765275.759,44720.597
1334,Stanton Energy Reliability Center Hybrid,CA,33.806801,-117.985758,2020,Gas_SC,160,49860000.0,474567.421,28204.887
1226,Barre Peaker,CA,33.8073,-117.9832,2007,Gas_SC,49,54567000.0,444714.825,26429.343
603,MPC Generating,GA,33.8119,-83.6953,2000,Gas_SC,385,6812000.0,74036.66699999999,4508.599
918,Walton County Power LLC,GA,33.8148,-83.6954,2001,Gas_SC,492,318036000.0,3151280.794,187275.659
98,Jack McDonough,GA,33.8239,-84.4758,1963,Gas_CC,3443,18976953000.0,127623709.352,7584444.817
364,Wateree,SC,33.8264,-80.6228,1970,Coal,770,914984000.0,8639431.337000001,886406.4909999999
989,Doyle Energy Facility,GA,33.837699,-83.699577,2000,Gas_SC,406,117900000.0,1348435.336,80135.409
38,AES Redondo Beach LLC,CA,33.8504,-118.395,1954,Gas_SC,1316,320561000.0,4445420.7,264167.6
1265,Canyon Power Plant,CA,33.858056,-117.861667,2011,Gas_SC,200,129525000.0,1171072.31,69598.04
1285,Antelope Station,TX,33.865,-101.843333,2011,Gas_SC,162,778290000.0,6930909.28,411895.363
1047,Columbia Energy Center (SC),SC,33.8697,-81.0178,2004,Gas_CC,668,2980152000.0,23892419.4,1364928.278
708,Carson Cogeneration,CA,33.8759,-118.2491,1989,Gas_CC,55,21575000.0,188613.65,11209.479
34,El Segundo Power,CA,33.909804,-118.424172,1955,Gas_SC,996,440008000.0,3540209.776,210389.773
1106,Indigo Energy Facility,CA,33.910873,-116.552994,2001,Gas_SC,147,49797000.0,437200.972,25984.572
45,Scattergood,CA,33.918151,-118.427648,1958,Gas_SC,1714,1773127000.0,13597388.757,794092.53
1227,Center Hybrid,CA,33.9296,-118.1046,2007,Gas_SC,59,24636000.0,231665.641,13767.381
1276,"Sentinel Energy Center, LLC",CA,33.934167,-116.571388,2013,Gas_SC,800,730710000.0,5964026.111,354436.256
609,Sewell Creek Energy,GA,33.9486,-85.2769,2000,Gas_SC,570,426763000.0,4639901.166999999,275741.619
1188,Riverside Energy Resource Center,CA,33.9636,-117.4528,2006,Gas_SC,196,125585000.0,1047800.734,62271.338
1179,Malburg,CA,33.9986,-118.2219,2005,Gas_CC,130,628973000.0,5084236.563,302156.932
1225,Mira Loma Peaker,CA,34.0053,-117.5604,2007,Gas_SC,49,25125000.0,208546.398,12392.979
1278,Walnut Creek Energy Park,CA,34.008709,-117.944864,2013,Gas_SC,500,505896000.0,3995182.757,237430.641
538,Hugo,OK,34.0158,-95.3206,1982,Coal,1196,229638000.0,2675860.913,273573.031
1164,Agua Mansa Power Plant,CA,34.0414,-117.3603,2003,Gas_SC,60,16436000.0,162191.325,9639.375
362,McMeekin,SC,34.0556,-81.2172,1958,Gas_SC,292,1105026000.0,9416088.506,558190.689
39,Mountainview Generating Station,CA,34.0818,-117.2418,1957,Gas_CC,1164,2973461000.0,21384891.706,1270879.594
20,Oklaunion,TX,34.0825,-99.1753,1986,Coal,720,1209201000.0,12914358.63,1354458.972
1224,Grapeland Hybrid,CA,34.0903,-117.5343,2007,Gas_SC,59,21290000.0,199560.993,11858.877
97,Bowen,GA,34.1256,-84.9222,1971,Coal,3538,8768072000.0,84573288.441,8677220.883
47,Glenarm,CA,34.126,-118.1494,1976,Gas_SC,263,59400000.0,553801.559,32911.778
37,Ormond Beach,CA,34.1292,-119.1689,1971,Gas_SC,1612,757790000.0,7227871.532,429541.632
40,Grayson,CA,34.1556,-118.2782,1953,Gas_CC,353,116596000.0,1676318.122,99537.634
394,Plant X,TX,34.1661,-102.4114,1952,Gas_SC,434,976440000.0,10435557.995,620181.384
661,Lake One,CA,34.1772,-118.3147,2002,Gas_SC,60,17220000.0,167376.478,9947.286
1180,Magnolia Power Project,CA,34.1786,-118.3153,2005,Gas_CC,386,1378018000.0,10040818.274,596713.382
1051,Crossroads Energy Center,MS,34.183,-90.5621,2002,Gas_SC,304,123895000.0,1577082.507,93726.843
507,Tolk,TX,34.186494,-102.56999,1982,Coal,1134,2029709000.0,21336678.285,2222219.412
1223,McGrath Peaker,CA,34.205556,-119.246944,2012,Gas_SC,49,26932000.0,222666.322,13233.604
890,Pine Bluff Energy Center,AR,34.2181,-91.9025,2001,Gas_CC,236,1824535000.0,12525257.621,744360.373
46,Valley (CA),CA,34.244991,-118.391327,1954,Gas_CC,1232,893450000.0,6397637.384,373259.724
306,L V Sutton Steam,NC,34.283056,-77.985278,1954,Coal,760,4158880000.0,29036887.88,1725646.213
1065,Hot Spring Generating Facility,AR,34.29759,-92.868344,2002,Gas_CC,1426,1181335000.0,8659294.141,514608.998
692,Springerville,AZ,34.3186,-109.1639,1985,Coal,2176,8527353000.0,83732537.387,8777652.853
886,Batesville Generation Facility,MS,34.3356,-89.9275,2000,Gas_CC,1180,3964559000.0,31032589.753,1844228.465
614,John S Rainey,SC,34.347734,-82.774478,2001,Gas_CC,1632,4222107000.0,44888370.774,2667136.603
359,Darlington County,SC,34.4185,-80.1657,1974,Oil,1037,5148000.0,62005.218,4473.433
452,White Bluff,AR,34.4228,-92.1406,1980,Coal,1800,4195667000.0,46014977.17,4824080.41
1136,Magnet Cove,AR,34.4297,-92.8317,2005,Gas_CC,746,1914072000.0,12178633.156,723762.398
27,Lake Catherine,AR,34.4341,-92.9049,1950,Gas_SC,751,499406000.0,5247637.251,311859.148
684,Comanche (OK),OK,34.5431,-98.3244,1962,Gas_CC,294,147192000.0,2295895.651,136442.054
499,Coronado,AZ,34.5789,-109.2708,1979,Coal,820,3000622000.0,32998176.892,3460853.88
969,Harry L. Oswald,AR,34.5923,-92.2166,2002,Gas_CC,599,465218000.0,3543324.762,210578.029
1101,High Desert Power Plant,CA,34.5953,-117.3647,2003,Gas_CC,852,3321435000.0,23703996.215,1408691.932
360,W S Lee,SC,34.6022,-82.435,1951,Gas_CC,1402,6188730000.0,43079081.452,2560892.822
1147,Valencia Energy Facility,NM,34.611549,-106.732234,2008,Gas_SC,654,75511000.0,815940.523,48490.342
1298,La Luz Energy Center,NM,34.616111,-106.815,2015,Gas_SC,84,13868000.0,108998.45,6478.316
1010,Decatur Energy Center,AL,34.6292,-87.0214,2002,Gas_CC,900,1553502000.0,11008537.459,654223.054
1011,Morgan Energy Center,AL,34.6397,-87.0639,2003,Gas_CC,900,2958429000.0,22287849.863,1324531.448
1089,Kiamichi Energy Facility,OK,34.6831,-95.9349,2003,Gas_CC,1366,5360668000.0,41298343.444,2454302.362
1046,Thomas A Smith Energy Facility,GA,34.7094,-84.9175,2002,Gas_CC,1192,7359362000.0,52711239.017,3132551.997
5,Colbert,AL,34.7439,-87.8486,1955,Coal,1822,3731000.0,53425.0,3304.1
1072,Magnolia Power Plant,MS,34.835,-89.2026,2003,Gas_CC,1002,5376643000.0,39801866.898,2365371.562
608,Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,2001,Gas_CC,2241,7720048000.0,65330394.147,3883258.789
1209,Hamlet Generating Facility,NC,34.842311,-79.736087,2007,Gas_SC,342,66949000.0,627355.496,37283.786
942,South Point Energy Center,AZ,34.8678,-114.5317,2001,Gas_CC,708,3164007000.0,23297818.77,1384558.425
13,Cholla,AZ,34.9394,-110.3033,1962,Coal,1127,3529723000.0,40707844.837,4176620.563
1120,"Pastoria Energy Facility, LLC",CA,34.9556,-118.844,2005,Gas_CC,779,4041414000.0,33505208.942,1991171.23
334,Seminole,OK,34.96645,-96.7258,1971,Gas_SC,1724,2667360000.0,28228357.389,1677574.715
1205,Anson County Generation Facility,NC,34.968651,-79.921738,2007,Gas_SC,342,97366000.0,919487.999,54794.704
999,TVA Southaven Combined Cycle,MS,34.9939,-90.0378,2003,Gas_CC,903,4825238000.0,32473408.66,1929843.826
877,Rio Bravo,NM,35.026,-106.644,2000,Gas_SC,150,131297000.0,1508569.722,89766.982
1230,Black Mountain Generating Station,AZ,35.0361,-114.1594,2008,Gas_SC,120,180993000.0,1687855.524,100307.529
915,Griffith Energy LLC,AZ,35.054029,-114.133272,2002,Gas_CC,653,2447489000.0,17111808.528,1016928.412
881,Cherokee County Cogen,SC,35.0727,-81.613,1998,Gas_CC,101,238778000.0,2776713.647,165015.424
370,Allen,TN,35.074087,-90.14868,1959,Gas_CC,2764,3815383000.0,24638356.599,1464222.803
936,Broad River Energy Center,SC,35.0786,-81.575,2000,Gas_SC,985,320668000.0,3100542.3430000003,184268.634
339,Anadarko Plant,OK,35.0847,-98.23,1953,Gas_CC,534,563726000.0,5410401.36,175547.163
336,Southwestern,OK,35.1009,-98.3524,1952,Gas_SC,657,504821000.0,6010680.263,356641.376
658,Mill Creek (SC),SC,35.1597,-81.4306,2002,Gas_SC,792,77439000.0,918683.797,55702.883
1267,Cleveland Cnty Generating Facility,NC,35.170547,-81.416648,2012,Gas_SC,1472,624292000.0,5999753.653,356843.63
275,Reeves,NM,35.171,-106.6019,1960,Gas_SC,154,123633000.0,1455196.284,86479.228
308,G G Allen,NC,35.1897,-81.0122,1957,Coal,1148,638355000.0,5705477.373,585379.488
1312,Kings Mountain Energy Center,NC,35.2025,-81.363056,2018,Gas_CC,543,2929189000.0,19784814.126,1175782.836
945,Sunrise Power LLC,CA,35.2097,-119.585,2001,Gas_CC,684,3065877000.0,20816500.443,1237093.178
310,James E. Rogers Energy Complex,NC,35.22,-81.7594,1940,Coal,2540,5789040000.0,50317830.194,4597599.933
1053,Elk Hills Power LLC,CA,35.280318,-119.470707,2003,Gas_CC,623,3553190000.0,26427279.757,1570652.877
393,Nichols,TX,35.283357,-101.746423,1960,Gas_SC,473,1351105000.0,14264860.448,847745.3369999999
931,La Paloma Generating Plant,CA,35.2956,-119.5919,2003,Gas_CC,1200,1683375000.0,12327116.162,732593.802
1075,McClain Energy Facility,OK,35.29774,-97.58985,2001,Gas_CC,550,2027271000.0,20765777.089,1234080.628
506,Harrington,TX,35.29816,-101.747187,1976,Coal,1080,3689626000.0,35342404.537,3685235.861
785,McKittrick Limited,CA,35.319503,-119.661992,1991,Gas_SC,46,16792000.0,157919.325,9383.5
11,Escalante,NM,35.4159,-108.082,1984,Coal,257,637931000.0,6378643.973,668993.557
733,Bear Mountain Limited,CA,35.419181,-118.926643,1995,Gas_SC,46,43642000.0,397448.05,23620.25
564,Lincoln Combustion,NC,35.4317,-81.0347,1995,Gas_SC,1744,60567000.0,640754.129,38165.512
782,Frontier,OK,35.439722,-97.625,1989,Gas_CC,131,224609000.0,1829087.25,90563.621
28,Thomas Fitzhugh,AR,35.462382,-93.804926,1963,Gas_CC,185,434792000.0,3751482.31,223336.403
333,Mustang,OK,35.46988,-97.67498,1950,Gas_SC,995,1161180000.0,10664970.871,629325.727
302,Asheville,NC,35.4731,-82.5417,1964,Gas_CC,1421,3057631000.0,22039315.643,1319492.146
859,Live Oak Limited,CA,35.4837,-119.0298,1992,Gas_SC,46,22116000.0,196218.7,11659.3
734,Badger Creek Limited,CA,35.483736,-119.029856,1991,Gas_SC,46,19723000.0,176720.125,10502.675
331,Horseshoe Lake,OK,35.50866,-97.17969,1958,Gas_SC,973,1100144000.0,11918441.24,708294.052
894,Brownsville Peaking Power,TN,35.5438,-89.198,1999,Gas_SC,460,334949000.0,3834429.612,227873.668
312,Marshall (NC),NC,35.5975,-80.9658,1965,Coal,2118,6545010000.0,59710933.33499999,6104876.479
1126,Higgins Generating Station,NV,35.6139,-115.3561,2004,Gas_CC,688,1842700000.0,13480493.969,801130.104
623,Lagoon Creek,TN,35.6578,-89.3964,2001,Gas_SC,1619,3862041000.0,25338618.622,1506225.597
1220,Plum Point Energy Station,AR,35.6644,-89.9489,2010,Coal,720,3579835000.0,35408538.771,3713368.926
530,Independence Steam Electric Station,AR,35.678442,-91.408761,1983,Coal,1800,3136187000.0,35188269.116000004,3688666.339
1076,Redbud Power Plant,OK,35.6856,-97.2264,2004,Gas_CC,1428,6086733000.0,44912352.005,2669066.3
887,Black Hawk Station,TX,35.6957,-101.36,1999,Gas_SC,369,1874490000.0,17991850.827,1064517.741
309,Buck,NC,35.7133,-80.3767,1941,Gas_CC,1169,3978445000.0,27054524.116,1607803.927
612,Rowan,NC,35.7314,-80.6019,2001,Gas_SC,1190,3016686000.0,31680685.36,1882801.645
1118,Spring Creek Energy Center,OK,35.7422,-97.655,2001,Gas_SC,336,64463000.0,822285.711,48867.08
332,Muskogee,OK,35.76135,-95.28732,1956,Gas_SC,1889,2887174000.0,31639775.147,2623045.207
892,Desert Star Energy Center,NV,35.788889,-114.994167,2000,Gas_CC,535,1052953000.0,8026666.717,477014.132
1293,Delano Energy Center,CA,35.790864,-119.294469,2013,Gas_SC,60,7433000.0,73875.325,4389.869
1232,Jonesboro City Water & Light Plant,AR,35.848561,-90.725377,1999,Gas_SC,222,10558000.0,112600.1,6666.9
1030,Dell Power Station,AR,35.8619,-90.0253,2007,Gas_CC,678,2887799000.0,21468053.054,1275819.427
376,Kingston,TN,35.8992,-84.5194,1954,Coal,1700,1746724000.0,18878690.876,1958476.24
800,Salinas River Cogeneration,CA,35.9515,-120.8679,1991,Gas_SC,38,260005000.0,3338059.135,198378.541
928,Green Country Energy LLC,OK,35.9833,-95.9346,2002,Gas_CC,903,4330907000.0,30928885.454,1838053.253
448,Riverside (OK),OK,35.9978,-95.9567,1974,Gas_SC,1120,360773000.0,4471766.243,265563.063
973,Oneta Energy Center,OK,36.0119,-95.6967,2002,Gas_CC,1214,6575696000.0,47218564.498,2806134.957
371,Bull Run,TN,36.0211,-84.1567,1967,Coal,950,739769000.0,7270929.042,745998.767
375,Johnsonville,TN,36.0278,-87.9861,1951,Coal,2906,1049384000.0,8623089.481,498715.351
254,Clark (NVE),NV,36.0875,-115.0507,1955,Gas_SC,1556,305307000.0,2762815.958,164189.31399999998
337,Tulsa,OK,36.116492,-95.990974,1948,Gas_SC,443,286760000.0,3340183.4050000003,198503.179
867,Sun Peak Generating Station,NV,36.1375,-115.0339,1991,Gas_SC,222,128077000.0,1529402.831,90890.914
1213,Harry D Mattison Gas Plant,AR,36.1855,-94.2841,2007,Gas_SC,348,57073000.0,691161.8,40779.1
26,GREC,OK,36.190278,-95.2894,1981,Gas_CC,1734,2615424000.0,17736827.73,1099988.09
599,Chouteau,OK,36.222058,-95.277064,2000,Gas_CC,1068,6282371000.0,43467959.588,2583233.637
712,King City Power Plant,CA,36.225,-121.1278,1989,Gas_CC,132,76789000.0,633703.0889999999,37661.669
744,Las Vegas Generating Station,NV,36.2319,-115.1222,1994,Gas_CC,354,270089000.0,2819195.911,167537.117
1148,Henrietta Peaker,CA,36.2397,-119.9044,2002,Gas_SC,98,38999000.0,328624.255,19529.858
992,Gleason Generating Facility,TN,36.2454,-88.612,2000,Gas_SC,567,470362000.0,4899365.157,291158.105
492,Flint Creek,AR,36.2561,-94.5241,1978,Coal,558,1992327000.0,20074444.36,2105410.454
1129,Hanford Energy Park Peaker,CA,36.270072,-119.648055,2001,Gas_SC,92,24028000.0,214117.937,12725.933
678,Belews Creek,NC,36.2811,-80.0603,1974,Coal,2490,5751348000.0,51475866.161,4846203.945
373,Gallatin (TN),TN,36.3156,-86.4006,1956,Coal,1914,2765308000.0,27983225.26,2853724.553
912,Rockingham County CT Station,NC,36.3297,-79.8297,2000,Gas_SC,975,667548000.0,6862918.011,408581.996
374,John Sevier,TN,36.3767,-82.9639,1955,Gas_CC,1796,5176365000.0,35867829.357,2131601.988
1023,Chuck Lenzie Generating Station,NV,36.383719,-114.921779,2006,Gas_CC,1462,6351277000.0,46868347.229,2785324.351
372,Cumberland (TN),TN,36.3903,-87.6539,1973,Coal,2600,10186573000.0,101328432.745,10382601.489
1154,Silverhawk,NV,36.4078,-114.9606,2004,Gas_CC,664,2626535000.0,19774016.517,1175139.812
1098,Apex Generating Station,NV,36.415999,-114.960916,2003,Gas_CC,600,2818786000.0,19243962.735,1143652.533
546,Harry Allen,NV,36.430554,-114.902405,1995,Gas_CC,743,3529996000.0,25457435.529,1512898.14
335,Northeastern,OK,36.4317,-95.7008,1961,Coal,1949,3054286000.0,34998029.009,2688246.005
340,Mooreland,OK,36.43725,-99.22543,1964,Gas_SC,305,41683000.0,449061.798,26698.286
781,Rosemary Power Station,NC,36.4517,-77.6594,1990,Oil,180,2815000.0,38362.613000000005,3104.8700000000003
483,Sooner,OK,36.45307,-97.05279,1979,Coal,2088,2562602000.0,26416800.709,2765181.454
305,Roxboro,NC,36.4833,-79.0731,1966,Coal,2573,2310556000.0,55418825.502,5681613.894
311,Dan River,NC,36.4862,-79.7208,1949,Gas_CC,1084,4600143000.0,32132747.475,1909590.869
240,New Madrid,MO,36.5147,-89.5617,1972,Coal,1300,6524903000.0,59087591.284,6197073.609999999
722,Kingsburg Cogen,CA,36.5397,-119.5794,1990,Gas_CC,36,2682000.0,36446.521,2165.899
588,St Francis Energy Facility,MO,36.5852,-90.1779,1999,Gas_CC,506,985606000.0,7230221.97,429682.715
707,Fresno Cogen Partners,CA,36.617022,-120.099846,1990,Gas_CC,102,2316000.0,24683.834000000003,1467.136
1252,Panoche Energy Center,CA,36.6514,-120.5833,2009,Gas_SC,432,648928000.0,5186319.358,308212.42100000003
1094,CalPeak Power Panoche Peaker Plant,CA,36.652905,-120.580609,2001,Gas_SC,60,25302000.0,208728.341,12248.977
1245,Midway Peaking LLC,CA,36.654114,-120.579727,2009,Gas_SC,138,35575000.0,348478.315,20710.77
1008,Wolf Hills Energy,VA,36.6644,-82.1044,2001,Gas_SC,285,117125000.0,1157880.2,68266.1
1203,Malaga Power LLC,CA,36.6697,-119.7404,2005,Gas_SC,120,16713000.0,133407.559,7928.278
1280,Algonquin Power Sanger LLC,CA,36.6842,-119.5522,1990,Gas_CC,73,52836000.0,536778.508,31900.404
272,Four Corners,NM,36.69,-108.4814,1963,Coal,2269,8243761000.0,80177568.04,8226212.118
1171,Bluffview,NM,36.716628,-108.215282,2005,Gas_CC,67,378099000.0,3146952.191,187015.089
1319,Greensville County Power Station,VA,36.718236,-77.649559,2018,Gas_CC,1770,10939560000.0,70502052.51,4189822.459
101,Ponca,OK,36.71979,-97.085758,1977,Gas_SC,48,13725000.0,123333.719,7329.908
1297,Brunswick County Power Station,VA,36.765,-77.713889,2016,Gas_CC,1470,10165534000.0,69586192.378,4135381.48
814,Elizabeth River Power Station,VA,36.775,-76.3083,1992,Gas_SC,387,87045000.0,1062716.2,63054.9
276,San Juan,NM,36.8006,-108.4386,1973,Coal,1848,5352045000.0,59622703.411,6249613.377
31,Dynegy Moss Landing Power Plant Hybrid,CA,36.804837,-121.782241,1967,Gas_SC,2802,5487443000.0,38567163.41,2185318.142
1299,Charles D. Lamb Energy Center,OK,36.813889,-97.125278,2015,Gas_SC,122,118247000.0,1401776.227,83307.952
597,Essex,MO,36.868206,-89.840173,1999,Gas_SC,229,91668000.0,1062467.131,63140.718
558,Clover,VA,36.869,-78.704,1995,Coal,848,1360680000.0,13959582.122,1432252.161
537,Sikeston Power Station,MO,36.8791,-89.6209,1981,Coal,261,1783184000.0,16880136.51,1770392.745
414,Clinch River,VA,36.9333,-82.1997,1958,Gas_SC,711,288032000.0,3096889.291,184039.754
166,Cooper,KY,36.9981,-84.5919,1965,Coal,343,176455000.0,1722022.663,176678.565
1149,Gilroy Peaking Energy Center,CA,36.999,-121.5363,2001,Gas_SC,135,36501000.0,352307.753,20937.466
700,Gilroy Power Plant,CA,37.0001,-121.5367,1987,Gas_CC,130,116154000.0,940467.78,55885.3
979,Marshall Energy Facility,KY,37.0286,-88.3958,2002,Gas_SC,688,26941000.0,320044.87,19768.555
1234,PPS Power Plant No 1,KY,37.03385,-88.615862,2010,Gas_SC,120,18545000.0,197132.811,11715.17
150,Coffeyville,KS,37.037344,-95.612689,1956,Gas_SC,62,290000.0,2835.279,168.146
566,State Line Combined Cycle,MO,37.0659,-94.614,1995,Gas_CC,690,2964912000.0,19529633.906,1160668.171
144,Riverton,KS,37.072616,-94.698704,1950,Gas_CC,397,1521111000.0,10841966.64,644324.479
239,James River Power Station,MO,37.108611,-93.261944,1957,Gas_SC,450,127363000.0,1660484.109,99450.829
1206,Millcreek Power Generation,UT,37.112092,-113.516581,2006,Gas_SC,80,114276000.0,1087877.951,64367.55
511,Empire Energy Center,MO,37.1385,-94.1041,1978,Gas_SC,378,249804000.0,3304106.258,197016.755
162,Shawnee,KY,37.1517,-88.775,1953,Coal,1750,4089194000.0,44866116.756,4705547.174
508,John Twitty Energy Center,MO,37.151706,-93.38804,1976,Coal,603,1828216000.0,17677672.701,1796233.656
544,Gravel Neck,VA,37.1575,-76.6911,1970,Gas_SC,403,148614000.0,1907276.9,113015.2
141,Cimarron River,KS,37.1611,-100.7619,1963,Gas_SC,65,480000.0,6582.435,390.832
1140,Buchanan Generation LLC,VA,37.175278,-81.961388,2002,Gas_SC,88,461314000.0,4357006.208,258931.451
110,Joppa Steam,IL,37.2094,-88.858889,1953,Coal,1098,4492161000.0,44699839.569,4446866.1
418,Yorktown,VA,37.2144,-76.4611,1957,Gas_SC,1256,65754000.0,770931.991,62395.709
626,MEPI GT Facility,IL,37.2175,-88.8661,1974,Gas_SC,300,19836000.0,345110.868,20510.279
1050,Metcalf Energy Center,CA,37.2207,-121.7457,2005,Gas_CC,635,2478826000.0,17624841.103,1047420.399
542,East 12th Street,KS,37.2367,-96.9625,1970,Gas_SC,27,7772000.0,95608.5,5637.0
636,McCartney,MO,37.248431,-93.170839,2002,Gas_SC,116,41516000.0,473450.383,28137.892
161,Paradise,KY,37.2608,-86.9783,1963,Coal,3718,7584661000.0,52114080.138,3316502.109
732,Hopewell Cogeneration,VA,37.291667,-77.281111,1990,Gas_CC,399,1501401000.0,17264209.884,1025984.208
1176,Donald Von Raesfeld Power Plant,CA,37.3767,-121.9508,2005,Gas_CC,154,493310000.0,3846162.996,228570.896
416,Chesterfield,VA,37.3822,-77.3833,1952,Coal,1797,3645796000.0,30464363.285,2020768.003
1141,Los Esteros Critical Energy Center,CA,37.425,-121.9319,2003,Gas_CC,306,302573000.0,2390644.581,142075.801
540,D B Wilson,KY,37.4497,-87.0806,1984,Coal,509,2511569000.0,25905336.594,2657884.525
1183,Walnut Energy Center,CA,37.4878,-120.8956,2006,Gas_CC,298,1268114000.0,10275608.133,611271.058
557,Darbytown,VA,37.498223,-77.368544,1990,Gas_SC,368,106638000.0,1346145.6,80893.3
570,Almond Power Plant,CA,37.5744,-120.985,1996,Gas_SC,223,266714000.0,2568416.243,152638.392
114,Marion,IL,37.619747,-88.953114,1963,Coal,422,1000046000.0,12859348.206,1356548.317
1222,Russell City Energy Center,CA,37.63466,-122.13381,2013,Gas_CC,655,1130920000.0,7965583.245999999,473379.7
529,R D Green,KY,37.6461,-87.5,1979,Coal,586,1302573000.0,13717138.673,1407376.869
562,Woodland,CA,37.652602,-121.020397,1993,Gas_CC,195,409127000.0,3408812.739,202588.743
103,Grand Tower Energy Center LLC,IL,37.6577,-89.511161,1951,Gas_CC,639,1171248000.0,11380872.664,676329.532
