,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,ori_rep,cum_emission,cum_red,cum_red_prev
487,Boardman,OR,45.693182,-119.808819,1980,Coal,642,1747200000.0,17715313.534,1857983.613,Gas,17.30442628336757,1261662.70288416,Coal_Gas,267555627.43899992,0.15918065534146134,0.15791899263857717
111,Baldwin Energy Complex,IL,38.205,-89.8544,1970,Coal,1893,4473276000.0,42583477.514,4466151.61,Gas,17.3550230313604,2939418.5425095335,Coal_Gas,272021779.0489999,0.16212007388397084,0.15918065534146134
21,Cross,SC,33.371506,-80.113235,1984,Coal,2389,6832826000.0,71046981.476,7289416.468,Gas,17.531590395945745,4957366.892116774,Coal_Gas,279311195.5169999,0.16707744077608763,0.16212007388397084
227,Hawthorn,MO,39.1306,-94.4778,1969,Coal,1045,2381292000.0,22713664.04,2263843.506,Gas,17.558852572165655,1451106.4337177377,Coal_Gas,281575039.0229999,0.16852854720980537,0.16707744077608763
499,Coronado,AZ,34.5789,-109.2708,1979,Coal,820,3000622000.0,32998176.892,3460853.88,Gas,18.138232212337687,2436738.9292481616,Coal_Gas,285035892.9029999,0.1709652861390535,0.16852854720980537
234,Sioux,MO,38.915479,-90.290247,1967,Coal,1098,3014662000.0,30181257.813,3165411.165,Gas,18.196388390076866,2136504.3497918737,Coal_Gas,288201304.0679999,0.17310179048884541,0.1709652861390535
445,John P Madgett,WI,44.303583,-91.912647,1979,Coal,387,1566399000.0,17609570.054,1846887.813,Gas,18.309236582982596,1312274.4445908074,Coal_Gas,290048191.8809999,0.17441406493343622,0.17310179048884541
455,East Bend,KY,38.9036,-84.8514,1981,Coal,772,2492997000.0,26608833.796,2730062.755,Gas,18.374034025364857,1879200.6671130615,Coal_Gas,292778254.6359999,0.17629326560054928,0.17441406493343622
97,Bowen,GA,34.1256,-84.9222,1971,Coal,3538,8768072000.0,84573288.441,8677220.883,Gas,18.478320495649005,5684670.130366521,Coal_Gas,301455475.51899993,0.1819779357309158,0.17629326560054928
49,Comanche (CO),CO,38.2081,-104.5747,1973,Coal,1634,4648786000.0,47269634.09,4883250.386,Gas,18.492983443019018,3296615.5997970607,Coal_Gas,306338725.9049999,0.18527455133071288,0.1819779357309158
491,A B Brown,IN,37.9053,-87.715,1979,Coal,706,2369786000.0,25549087.069,2609644.344,Gas,18.590918495933334,1800834.2797258608,Coal_Gas,308948370.2489999,0.18707538561043874,0.18527455133071288
534,Louisa,IA,41.3181,-91.0931,1983,Coal,811,2046614000.0,19483009.331,2043380.589,Gas,19.094750010399302,1344869.415044059,Coal_Gas,310991750.8379999,0.1884202550254828,0.18707538561043874
362,McMeekin,SC,34.0556,-81.2172,1958,Gas_SC,292,1105026000.0,9416088.506,558190.689,Gas,19.37532638316822,181044.33482093283,Gas_Gas,311549941.5269999,0.18860129936030373,0.1884202550254828
505,Brame Energy Center,LA,31.395,-92.716667,1975,Coal,1706,5368708000.0,56392476.86,5593480.331,Gas,19.77718400284712,3761135.527482263,Coal_Gas,317143421.8579999,0.192362434887786,0.18860129936030373
509,Laramie River Station,WY,42.108889,-104.8825,1981,Coal,1710,8652304000.0,97551039.731,10231153.943,Gas,20.65213731186297,7278114.911475891,Coal_Gas,327374575.80099994,0.1996405497992619,0.192362434887786
459,Belle River,MI,42.7756,-82.495,1981,Coal,1659,4950838000.0,49747806.267,5018291.802,Gas,20.908725699089256,3328566.4002165264,Coal_Gas,332392867.6029999,0.2029691161994784,0.1996405497992619
1133,Choctaw County,MS,33.2881,-89.4201,2003,Gas_CC,899,3511191000.0,37344958.965,2219356.867,Gas,20.934755142054176,1020984.263571345,Gas_Gas,334612224.4699999,0.20399010046304977,0.2029691161994784
558,Clover,VA,36.869,-78.704,1995,Coal,848,1360680000.0,13959582.122,1432252.161,Gas,21.185411103183277,967850.8698047041,Coal_Gas,336044476.6309999,0.2049579513328545,0.20399010046304977
504,San Miguel,TX,28.7044,-98.4775,1982,Coal,410,2610918000.0,29608943.004,3223528.661,Gas,21.225687701733985,2332420.03119355,Coal_Gas,339268005.29199994,0.20729037136404804,0.2049579513328545
783,Eagle Point Power Generation,NJ,39.8746,-75.1592,1990,Gas_CC,251,551910000.0,4437364.26,263724.553,Gas,21.360549428396503,75357.18034544803,Gas_Gas,339531729.8449999,0.20736572854439347,0.20729037136404804
119,AES Petersburg,IN,38.5281,-87.2525,1967,Coal,2150,6925548000.0,70137795.295,7196134.229,Gas,21.413928892509002,4832438.552253814,Coal_Gas,346727864.0739999,0.2121981670966473,0.20736572854439347
442,Naughton,WY,41.7581,-110.5983,1963,Coal,832,2905299000.0,30338463.637,3056807.435,Gas,21.54577096101775,2065226.3087187274,Coal_Gas,349784671.5089999,0.21426339340536604,0.2121981670966473
32,Limestone,TX,31.4219,-96.2525,1985,Coal,1849,6332172000.0,63944990.991,6702640.393999999,Gas,22.009544776896902,4541464.472497001,Coal_Gas,356487311.9029999,0.21880485787786305,0.21426339340536607
547,J K Spruce,TX,29.309722,-98.3203,1992,Coal,1444,5671932000.0,61814937.049,6342205.970000001,Gas,22.2038332695875,4406370.546261931,Coal_Gas,362829517.8729999,0.223211228424125,0.21880485787786305
388,W A Parish,TX,29.4828,-95.6311,1958,Coal,4005,11731786000.0,116339094.918,11373985.015,Gas,22.384329621807094,7369916.044759462,Coal_Gas,374203502.8879999,0.23058114446888445,0.223211228424125
863,Milford Power LP,MA,42.129361,-71.511496,1993,Gas_CC,248,207225000.0,1756061.57,104361.763,Gas,22.40701319427129,33635.68664998001,Gas_Gas,374307864.6509999,0.2306147801555344,0.23058114446888445
1058,Effingham County Power Project,GA,32.277252,-81.284411,2003,Gas_CC,595,1905950000.0,20766046.055,1234096.351,Gas,22.55546837661252,583593.9250411601,Gas_Gas,375541961.0019999,0.23119837408057559,0.2306147801555344
500,Coleto Creek,TX,28.7128,-97.214167,1980,Coal,622,2705523000.0,28661161.895,3005980.887,Gas,22.60987988758036,2082583.4867599946,Coal_Gas,378547941.88899994,0.23328095756733558,0.23119837408057559
45,Scattergood,CA,33.918151,-118.427648,1958,Gas_SC,1714,1773127000.0,13597388.757,794092.53,Gas,22.679128640725473,188922.71178172564,Gas_Gas,379342034.4189999,0.2334698802791173,0.23328095756733558
225,Moselle,MS,31.528,-89.3004,1970,Gas_CC,509,1882630000.0,15859938.67,942495.124,Gas,22.966823620099102,299951.83473066404,Gas_Gas,380284529.5429999,0.23376983211384797,0.2334698802791173
635,Pirkey,TX,32.4607,-94.4852,1985,Coal,721,2379413000.0,22761955.815,2478093.857,Gas,23.442392334313205,1665998.0890847864,Coal_Gas,382762623.3999999,0.23543583020293274,0.23376983211384797
441,Dave Johnston,WY,42.8378,-105.7769,1959,Coal,921,4779630000.0,51464143.522,5397569.887,Gas,23.638635426344162,3766277.927512264,Coal_Gas,388160193.28699994,0.239202108130445,0.23543583020293274
736,AES Warrior Run Cogeneration Facility,MD,39.595171,-78.745333,1999,Coal,229,949524000.0,11908738.447,1221680.864,Gas,23.700632056682647,897607.4803823072,Coal_Gas,389381874.15099996,0.2400997156108273,0.239202108130445
513,Pawnee,CO,40.2217,-103.6803,1981,Coal,552,3337217000.0,36728409.412,3851491.118,Gas,23.739289897589366,2712495.9951210776,Coal_Gas,393233365.26899993,0.24281221160594837,0.2400997156108273
210,Clay Boswell,MN,47.2611,-93.6528,1958,Coal,1072,4629537000.0,47968429.253,5023355.5940000005,Gas,23.94831635019457,3443290.5085747745,Coal_Gas,398256720.8629999,0.24625550211452318,0.24281221160594837
22,Seminole (FL),FL,29.733056,-81.632778,1984,Coal,2278,7093448000.0,68315035.552,7009117.937,Gas,23.980195020855707,4588117.8412929345,Coal_Gas,405265838.7999999,0.2508436199558161,0.24625550211452318
172,Nine Mile Point,LA,29.9472,-90.1458,1951,Gas_SC,2788,9734496000.0,81544367.131,4846137.255,Gas,23.989833020484028,1523745.1337551489,Gas_Gas,410111976.0549999,0.25236736508957125,0.2508436199558161
678,Belews Creek,NC,36.2811,-80.0603,1974,Coal,2490,5751348000.0,51475866.161,4846203.945,Gas,24.260098916231403,2883263.7700040545,Coal_Gas,414958179.9999999,0.25525062885957533,0.25236736508957125
1035,Pleasants Energy LLC,WV,39.3325,-81.3642,2002,Gas_SC,344,1712479000.0,17086432.614,1015467.083,Gas,24.557359324228837,430996.48098863126,Gas_Gas,415973647.0829999,0.25568162534056393,0.25525062885957533
115,Clifty Creek,IN,38.7378,-85.4206,1955,Coal,1302,4881738000.0,48939578.429,5021194.772,Gas,24.752033409655105,3355053.2615220463,Coal_Gas,420994841.8549999,0.259036678602086,0.25568162534056393
673,Columbia (WI),WI,43.4864,-89.4203,1975,Coal,1112,5644215000.0,59242619.219,6212741.745,Gas,25.02141965170259,4286366.157952452,Coal_Gas,427207583.5999999,0.2633230447600385,0.259036678602086
535,Warrick,IN,37.915,-87.3328,1960,Coal,821,5239879000.0,57585408.857,5908255.332,Gas,25.053854188329627,4119879.9804793517,Coal_Gas,433115838.9319999,0.26744292474051784,0.2633230447600385
686,Jim Bridger,WY,41.7378,-108.7875,1974,Coal,2441,11336603000.0,117039764.935,12275116.354,Gas,25.056083475758353,8405923.69226582,Coal_Gas,445390955.2859999,0.2758488484327837,0.26744292474051784
52,Hayden,CO,40.4856,-107.185,1965,Coal,465,2286358000.0,24115724.321,2474266.67,Gas,25.13940339581329,1693930.6561431824,Coal_Gas,447865221.9559999,0.2775427790889268,0.2758488484327837
457,Craig (CO),CO,40.4627,-107.5912,1979,Coal,1426,7639894000.0,80418011.579,8434235.936,Gas,25.411590305546678,5826733.335686044,Coal_Gas,456299457.8919999,0.2833695124246129,0.2775427790889268
1077,Deer Park Energy Center,TX,29.713414,-95.134508,2003,Gas_CC,1176,7606662000.0,74957014.012,4454592.061,Gas,25.460896151671605,1858431.5717694736,Gas_Gas,460754049.9529999,0.28522794399638235,0.2833695124246129
855,Yuma Cogeneration Associates,AZ,32.728822,-114.654053,1994,Gas_CC,62,113945000.0,1041395.097,61884.789,Gas,25.54438359105058,22995.259407995996,Gas_Gas,460815934.74199986,0.28525093925579037,0.28522794399638235
556,Cope,SC,33.3644,-81.03,1996,Gas_SC,417,1028009000.0,9646353.337,693924.287,Gas,25.553604330281967,343063.9032504152,Gas_Gas,461509859.02899987,0.28559400315904077,0.28525093925579037
475,Colstrip,MT,45.8831,-106.614,1975,Coal,2362,8885187000.0,86999147.495,9121047.328,Gas,25.581269813617812,6088525.121962094,Coal_Gas,470630906.3569999,0.29168252828100283,0.28559400315904077
90,Northside Generating Station,FL,30.4172,-81.5525,1966,Coal,1405,5080842000.0,55671482.453,4623721.522,Gas,25.80103956596903,2889625.639676978,Coal_Gas,475254627.8789999,0.2945721539206798,0.29168252828100283
887,Black Hawk Station,TX,35.6957,-101.36,1999,Gas_SC,369,1874490000.0,17991850.827,1064517.741,Gas,25.904245737005724,424752.640952472,Gas_Gas,476319145.6199999,0.2949969065616323,0.2945721539206798
372,Cumberland (TN),TN,36.3903,-87.6539,1973,Coal,2600,10186573000.0,101328432.745,10382601.489,Gas,26.047665997673914,6905915.086572435,Coal_Gas,486701747.1089999,0.3019028216482047,0.2949969065616323
692,Springerville,AZ,34.3186,-109.1639,1985,Coal,2176,8527353000.0,83732537.387,8777652.853,Gas,26.051752827826604,5867259.708632419,Coal_Gas,495479399.9619999,0.3077700813568371,0.3019028216482047
272,Four Corners,NM,36.69,-108.4814,1963,Coal,2269,8243761000.0,80177568.04,8226212.118,Gas,26.29589634020556,5412609.1748352405,Coal_Gas,503705612.07999986,0.31318269053167236,0.3077700813568371
624,Brandy Branch,FL,30.320556,-81.947222,2001,Gas_CC,783,3608274000.0,35947312.271,2136338.607,Gas,26.51660676612469,904831.4895393071,Gas_Gas,505841950.68699986,0.3140875220212117,0.31318269053167236
123,Edwardsport,IN,38.8067,-87.2472,1944,Coal,947,2897761000.0,23563498.544,2994571.452,Gas,26.525042426510954,2005563.051806441,Coal_Gas,508836522.1389999,0.31609308507301814,0.3140875220212117
540,D B Wilson,KY,37.4497,-87.0806,1984,Coal,509,2511569000.0,25905336.594,2657884.525,Gas,26.691255190529873,1800683.7970359833,Coal_Gas,511494406.66399986,0.3178937688700541,0.31609308507301814
501,Fayette Power Project,TX,29.9172,-96.7506,1979,Coal,1690,9411477000.0,97702623.278,10247053.41,Gas,26.729848812987008,7034907.960037606,Coal_Gas,521741460.0739999,0.3249286768300917,0.3178937688700541
378,Nueces Bay,TX,27.819412,-97.419203,1949,Gas_CC,941,1252086000.0,9111852.548,541505.7170000001,Gas,27.02431806553813,114167.6543493009,Gas_Gas,522282965.7909999,0.32504284448444104,0.3249286768300917
88,John R Kelly,FL,29.6461,-82.3208,1958,Gas_CC,237,833568000.0,6915963.718,410986.712,Gas,27.085359779876963,126489.21405847039,Gas_Gas,522693952.5029999,0.3251693336984995,0.32504284448444104
494,Martin Lake,TX,32.2606,-94.5706,1977,Coal,3179,14044368000.0,135840242.896,14788925.215,Gas,27.332158709111205,9995569.95643671,Coal_Gas,537482877.7179999,0.3351649036549362,0.3251693336984995
1137,Dean,MI,42.7725,-82.4953,2002,Gas_SC,356,738897000.0,8601439.405,511160.287,Gas,27.388543926746006,258974.08535058162,Gas_Gas,537994038.0049999,0.33542387774028676,0.3351649036549362
310,James E. Rogers Energy Complex,NC,35.22,-81.7594,1940,Coal,2540,5789040000.0,50317830.194,4597599.933,Gas,27.48347393052952,2621795.4449637122,Coal_Gas,542591637.9379998,0.3380456731852505,0.33542387774028676
102,E D Edwards,IL,40.5958,-89.6631,1960,Coal,779,3338667000.0,32727715.523,3432477.373,Gas,27.50122930084425,2292987.363834638,Coal_Gas,546024115.3109999,0.34033866054908507,0.3380456731852505
312,Marshall (NC),NC,35.5975,-80.9658,1965,Coal,2118,6545010000.0,59710933.33499999,6104876.479,Gas,27.815636242805656,3871058.7592671285,Coal_Gas,552128991.7899998,0.34420971930835226,0.34033866054908507
110,Joppa Steam,IL,37.2094,-88.858889,1953,Coal,1098,4492161000.0,44699839.569,4446866.1,Gas,27.922964925819734,2913687.5652547604,Coal_Gas,556575857.8899999,0.347123406873607,0.34420971930835226
689,"Gavin Power, LLC",OH,38.9347,-82.1158,1974,Coal,2600,14344976000.0,146937430.286,15074332.081,Gas,28.4593810877758,10178379.045337293,Coal_Gas,571650189.9709998,0.3573017859189443,0.347123406873607
350,Keystone,PA,40.6604,-79.3411,1967,Coal,1880,7931612000.0,77364299.749,7937574.553,Gas,28.555453704469002,5230508.340473834,Coal_Gas,579587764.5239998,0.36253229425941813,0.3573017859189443
941,Eastman Cogeneration Facility,TX,32.4481,-94.6903,2001,Gas_CC,467,2560304000.0,24894178.654,1479433.551,Gas,28.6574846178779,605599.5242982912,Gas_Gas,581067198.0749998,0.3631378937837164,0.36253229425941813
420,John E Amos,WV,38.4731,-81.8233,1971,Coal,2932,11396439000.0,109028027.615,11181736.999,Gas,28.687504970339447,7292122.2573793195,Coal_Gas,592248935.0739998,0.3704300160410957,0.3631378937837164
357,Hunlock Power Station,PA,41.200556,-76.07,1959,Gas_CC,145,269228000.0,2075792.719,123361.755,Gas,28.89946730791748,31473.999740918414,Gas_Gas,592372296.8289998,0.3704614900408366,0.3704300160410957
316,Cardinal,OH,40.2522,-80.6486,1967,Coal,1880,9760784000.0,98432593.129,10088892.151,Gas,28.942472675665208,6757527.912032437,Coal_Gas,602461188.9799998,0.37721901795286905,0.3704614900408366
450,James H Miller Jr,AL,33.6319,-87.0597,1978,Coal,2820,17594945000.0,179699736.425,18846905.225,Gas,28.97312681109556,12841734.886264797,Coal_Gas,621308094.2049998,0.3900607528391339,0.37721901795286905
613,Smarr Energy Center,GA,32.9842,-83.8464,1999,Gas_SC,242,277558000.0,3503189.2800000003,208189.588,Gas,29.16800047750191,113458.7963505424,Gas_Gas,621516283.7929999,0.3901742116354844,0.3900607528391339
648,Wansley Unit 9,GA,33.4083,-85.0403,2004,Gas_CC,592,2138515000.0,22487977.908,1336428.957,Gas,29.360181972508258,606551.890209492,Gas_Gas,622852712.7499999,0.3907807635256939,0.3901742116354844
614,John S Rainey,SC,34.347734,-82.774478,2001,Gas_CC,1632,4222107000.0,44888370.774,2667136.603,Gas,29.64723576291483,1226127.7380466699,Gas_Gas,625519849.3529999,0.39200689126374055,0.3907807635256939
489,Gibson,IN,38.372222,-87.765833,1975,Coal,3335,12883913000.0,121401225.622,12455766.038,Gas,29.71525893612611,8058475.100492387,Coal_Gas,637975615.3909999,0.4000653663642329,0.39200689126374055
607,Bonanza,UT,40.0864,-109.2844,1986,Coal,609,3474383000.0,34851215.795,3575733.558,Gas,30.36009157651631,2389923.5576274027,Coal_Gas,641551348.9489999,0.4024552899218603,0.4000653663642329
327,Kyger Creek,OH,38.9144,-82.1289,1955,Coal,1085,5271043000.0,51540009.535,5287990.864,Gas,30.376197733500288,3488979.211630651,Coal_Gas,646839339.8129998,0.4059442691334909,0.4024552899218603
451,Pleasants Power Station,WV,39.366667,-81.294444,1979,Coal,1368,5439737000.0,51133697.24,5246313.091,Gas,30.40347720088393,3389726.0267653335,Coal_Gas,652085652.9039998,0.40933399516025626,0.4059442691334909
688,Huntington,UT,39.3792,-111.0781,1974,Coal,1037,4963083000.0,47834902.969,4907864.5600000005,Gas,31.2901814302834,3213959.928852763,Coal_Gas,656993517.4639997,0.412547955089109,0.40933399516025626
345,Conemaugh,PA,40.3842,-79.0611,1970,Coal,1962,8186225000.0,76568322.164,7850456.132999999,Gas,31.64050312605511,5056490.277681179,Coal_Gas,664843973.5969998,0.4176044453667902,0.412547955089109
497,Hunter,UT,39.1747,-111.0289,1978,Coal,1577,8738927000.0,84948794.276,8715742.669,Gas,32.471658925975106,5733139.130723965,Coal_Gas,673559716.2659998,0.42333758449751413,0.4176044453667902
158,Mill Creek (KY),KY,38.0525,-85.9103,1972,Coal,1715,7340568000.0,68286753.78299999,6995650.739,Gas,32.53936737265131,4490308.36804807,Coal_Gas,680555367.0049998,0.4278278928655622,0.42333758449751413
520,Mountaineer,WV,38.9794,-81.9344,1980,Coal,1300,5764921000.0,53620440.307,5491899.428,Gas,33.129321220410525,3524326.776062089,Coal_Gas,686047266.4329997,0.4313522196416243,0.4278278928655622
156,Ghent,KY,38.7497,-85.035,1974,Coal,2224,10911256000.0,102797458.607,10547018.842,Gas,33.466087417991446,6822997.488733677,Coal_Gas,696594285.2749997,0.4381752171303579,0.4313522196416243
526,Intermountain Power Project,UT,39.509731,-112.58018,1986,Coal,1640,7314550000.0,67177712.5,6892435.775,Gas,34.192293252490884,4395973.3705312405,Coal_Gas,703486721.0499997,0.44257119050088917,0.4381752171303579
555,South Fond Du Lac,WI,43.7353,-88.496667,1993,Gas_SC,380,27556000.0,459570.29,27342.738,Gas,34.23153287476671,17937.8507523168,Gas_Gas,703514063.7879997,0.4425891283516415,0.44257119050088917
365,Williams,SC,33.0158,-79.9297,1972,Coal,711,2923951000.0,26361645.203,2704237.285,Gas,34.428075383391175,1706290.2145706732,Coal_Gas,706218301.0729997,0.4442954185662122,0.4425891283516415
318,Miami Fort,OH,39.1128,-84.8036,1949,Coal,1441,7310885000.0,68113794.29,6988482.331,Gas,34.86458567996757,4493270.794282828,Coal_Gas,713206783.4039997,0.44878868936049504,0.4442954185662122
456,W H Zimmer,OH,38.8675,-84.2289,1991,Coal,1425,6078823000.0,54657422.842,5591345.667,Gas,35.45739503111047,3516637.9839682346,Coal_Gas,718798129.0709997,0.45230532734446327,0.44878868936049504
537,Sikeston Power Station,MO,36.8791,-89.6209,1981,Coal,261,1783184000.0,16880136.51,1770392.745,Gas,35.72464204837975,1161790.4637591555,Coal_Gas,720568521.8159997,0.45346711780822246,0.45230532734446327
938,Granite Ridge,NH,42.9042,-71.4261,2003,Gas_CC,790,2120035000.0,22565329.077,1341025.934,Gas,36.12799425524583,617456.107604948,Gas_Gas,721909547.7499998,0.4540845739158274,0.45346711780822246
232,Labadie,MO,38.562244,-90.837686,1970,Coal,2388,17359426000.0,163826168.915,17182089.668,Gas,36.56125839566809,11257302.172917254,Coal_Gas,739091637.4179997,0.46534187608874467,0.4540845739158274
421,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,1967,Coal,1152,5568901000.0,50443729.948,5175523.081,Gas,36.63892071354396,3274852.2289710334,Coal_Gas,744267160.4989997,0.46861672831771567,0.46534187608874467
461,H L Spurlock,KY,38.7,-83.8181,1977,Coal,1607,8104889000.0,73851755.807,7577184.401000001,Gas,36.72535497697609,4810978.59464248,Coal_Gas,751844344.8999997,0.4734277069123581,0.46861672831771567
612,Rowan,NC,35.7314,-80.6019,2001,Gas_SC,1190,3016686000.0,31680685.36,1882801.645,Gas,36.85246221152591,853204.0367961809,Gas_Gas,753727146.5449997,0.47428091094915426,0.4734277069123581
472,Trimble County,KY,38.5847,-85.4117,1990,Coal,2594,9717610000.0,84222695.172,8478734.484,Gas,37.27137577097053,5162105.5695364075,Coal_Gas,762205881.0289997,0.47944301651869065,0.47428091094915426
788,JM Shafer Generating Station,CO,40.0986,-104.7736,1994,Gas_CC,394,789312000.0,6947369.705,412872.974,Gas,37.38535027305698,143480.0881223936,Gas_Gas,762618754.0029997,0.479586496606813,0.47944301651869065
473,Victor J Daniel Jr,MS,30.5322,-88.5553,1977,Gas_CC,2226,11271082000.0,86375917.652,6399159.56,Gas,38.2123839018723,2552329.2736960496,Gas_Gas,769017913.5629996,0.4821388258805091,0.479586496606813
495,Rush Island,MO,38.131248,-90.263157,1976,Coal,1242,7865413000.0,71684445.991,7518268.246,Gas,38.25673014773754,4833795.810905587,Coal_Gas,776536181.8089997,0.48697262169141464,0.4821388258805091
985,Red Oak Power LLC,NJ,40.448674,-74.348879,2002,Gas_CC,820,1871654000.0,20034977.415,1190652.614,Gas,38.47192681652108,551855.4432685713,Gas_Gas,777726834.4229996,0.4875244771346833,0.48697262169141464
1140,Buchanan Generation LLC,VA,37.175278,-81.961388,2002,Gas_SC,88,461314000.0,4357006.208,258931.451,Gas,38.60605742341158,101484.5735222192,Gas_Gas,777985765.8739996,0.48762596170820544,0.4875244771346833
690,Ray D Nixon,CO,38.633451,-104.70577,1980,Coal,281,1384958000.0,12034998.047,1258624.29,Gas,39.601852614208894,785936.8958652625,Coal_Gas,779244390.1639996,0.48841189860407075,0.48762596170820544
1013,Blythe Energy Inc,CA,33.6157,-114.6865,2003,Gas_CC,591,1299373000.0,14184216.271,842948.417,Gas,39.92609286137531,399471.25929627445,Gas_Gas,780087338.5809996,0.48881136986336704,0.48841189860407075
422,FirstEnergy Harrison Power Station,WV,39.384167,-80.3325,1972,Coal,2052,11779753000.0,104654602.334,10737557.678,Gas,40.84695675752273,6717117.528103137,Coal_Gas,790824896.2589996,0.49552848739147015,0.48881136986336704
963,ANP Blackstone Energy Project,MA,42.059876,-71.515811,2001,Gas_CC,578,951288000.0,10517931.658,625063.477,Gas,42.665809511067984,300388.03861728637,Gas_Gas,791449959.7359996,0.49582887543008747,0.49552848739147015
62,Stanton Energy Center,FL,28.4822,-81.1678,1987,Coal,1260,5925807000.0,54802139.683,4917903.897,Gas,42.793953953373276,2895420.7105240296,Coal_Gas,796367863.6329995,0.4987242961406115,0.49582887543008747
562,Woodland,CA,37.652602,-121.020397,1993,Gas_CC,195,409127000.0,3408812.739,202588.743,Gas,43.08701179159603,62953.334922525595,Gas_Gas,796570452.3759996,0.49878724947553404,0.4987242961406115
962,ANP Bellingham Energy Project,MA,42.110577,-71.453468,2002,Gas_CC,578,971792000.0,10925397.196,649280.37,Gas,43.11716791844242,317606.8982261376,Gas_Gas,797219732.7459996,0.4991048563737602,0.49878724947553404
1238,San Jacinto County Peaking Facility,TX,30.4193,-95.0118,2001,Gas_SC,170,239685000.0,2826051.008,167945.994,Gas,44.975578470999444,86141.29085146802,Gas_Gas,797387678.7399995,0.4991909976646116,0.4991048563737602
893,Millennium Power,MA,42.112291,-72.015113,2001,Gas_CC,427,686521000.0,7559875.478,449275.269,Gas,45.22560596019729,214965.04261856878,Gas_Gas,797836954.0089996,0.4994059627072302,0.4991909976646116
579,Midulla Generating Station,FL,27.641667,-81.9625,2002,Gas_CC,1408,2970151000.0,31501150.87,1872084.595,Gas,45.38721834881891,858369.4235820328,Gas_Gas,799709038.6039996,0.5002643321308122,0.4994059627072302
903,Kalamazoo River Generating Station,MI,42.281345,-85.494956,1999,Gas_SC,77,78808000.0,959163.599,57002.899000000005,Gas,46.10418037847712,30105.658681542405,Gas_Gas,799766041.5029997,0.5002944377894938,0.5002643321308122
48,Cherokee,CO,39.807275,-104.964548,1957,Gas_CC,1425,4021840000.0,31338454.353,1862330.822,Gas,46.621926500409074,489673.26182355196,Gas_Gas,801628372.3249997,0.5007841110513174,0.5002944377894938
913,RS Cogen,LA,30.221,-93.2992,2002,Gas_CC,493,2780683000.0,25617820.258,1522424.954,Gas,47.701269873874445,573375.3790780423,Gas_Gas,803150797.2789997,0.5013574864303953,0.5007841110513174
1197,TS Power Plant,NV,40.7461,-116.5297,2008,Coal,406,1143626000.0,11928645.191,1249532.799,Gas,47.91795805457297,859212.230575013,Coal_Gas,804400330.0779997,0.5022166986609704,0.5013574864303953
1135,Allegheny Energy Units 3 4 & 5,PA,40.545278,-79.768611,2003,Gas_CC,556,2953703000.0,27488148.366,1633579.8,Gas,48.79433381918639,625478.3455746985,Gas_Gas,806033909.8779997,0.5028421770065451,0.5022166986609704
582,Rathdrum,ID,47.80427,-116.867312,1994,Gas_SC,166,164655000.0,1539881.405,91511.305,Gas,49.06653991031732,35314.407418083996,Gas_Gas,806125421.1829996,0.5028774914139631,0.5028421770065451
585,Carson Ice-Gen Project,CA,38.445681,-121.462387,1995,Gas_CC,125,243467000.0,2155557.809,128351.739,Gas,49.160353697299506,45256.235896077604,Gas_Gas,806253772.9219996,0.5029227476498592,0.5028774914139631
559,Angus Anson,SD,43.60347,-96.6356,1994,Gas_SC,404,144971000.0,1656245.238,98691.592,Gas,49.92726546405578,49212.861081728806,Gas_Gas,806352464.5139996,0.502971960510941,0.5029227476498592
1130,Bayswater Peaking Facility LLC,NY,40.610654,-73.762218,2002,Gas_SC,60,121135000.0,1267992.191,80206.897,Gas,50.552354679585704,38863.414029028,Gas_Gas,806432671.4109995,0.5030108239249699,0.502971960510941
416,Chesterfield,VA,37.3822,-77.3833,1952,Coal,1797,3645796000.0,30464363.285,2020768.003,Gas,50.89224126270559,776454.593649789,Coal_Gas,808453439.4139996,0.5037872785186197,0.5030108239249699
15,West Phoenix,AZ,33.4417,-112.1583,1948,Gas_CC,1324,2726067000.0,20384204.648,1211403.972,Gas,51.97452894101336,280994.8863333578,Gas_Gas,809664843.3859996,0.5040682734049531,0.5037872785186197
866,Gordonsville Energy LP,VA,38.124688,-78.203543,1994,Gas_CC,300,1189547000.0,9992829.717,594369.426,Gas,52.55859249188999,188375.9795339016,Gas_Gas,810259212.8119996,0.504256649384487,0.5040682734049531
827,Indeck Olean Energy Center,NY,42.085944,-78.45425,1994,Gas_CC,90,87172000.0,748123.9500000001,44458.975,Gas,53.886694947200056,14707.0940610016,Gas_Gas,810303671.7869996,0.504271356478548,0.504256649384487
256,Tracy,NV,39.5625,-119.525,1961,Gas_CC,1179,4752087000.0,37371457.612,2220932.507,Gas,54.518524821667164,599040.9978484139,Gas_Gas,812524604.2939996,0.5048703974763964,0.504271356478548
1119,Chambersburg,PA,39.866944,-77.685833,2001,Gas_SC,86,244839000.0,2372710.203,141002.856,Gas,54.985333557094926,57439.08807883921,Gas_Gas,812665607.1499995,0.5049278365644753,0.5048703974763964
1253,Cedar Bayou 4,TX,29.751645,-94.92312,2009,Gas_CC,534,1142069000.0,12884676.997,765719.9619999999,Gas,55.05775406821699,375930.79905638314,Gas_Gas,813431327.1119995,0.5053037673635317,0.5049278365644753
